field_key,field_title,containment_title,cosine_sim
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.0769,0.2802562117576599
barriers,Identify barriers to treatment and identify new needs (if any).,0.1429,0.5696385502815247
previous_homework,Discuss/Review of previous homework if applicable.,0.3333,0.5618864893913269
new_homework,"Assignment of new homework, if applicable.",0.4,0.5863974690437317
response,"List and/or Describe Material presented, Specific Techniques, and Parent or LAR Response",0.1111,0.27594566345214844
stressors_text,,0.0,0.07554388046264648
help_text,,0.0,0.14945518970489502
intervention_text,,0.0,0.07215576618909836
steps_text,,0.0,0.10454828292131424
crisis_problem,Crisis Presenting Problem,0.6667,0.9281126856803894
describe_risk_text," Describe Risk (ideation,intent,plan,means,attempt,& other applicable details) ",0.3333,0.728701114654541
intervention_text,Intervention Description & Narrative:,0.3333,0.7368617653846741
patient_response,Describe the Patient's Response to Interventions Delivered:,0.4,0.7319315075874329
follow_up_plan_text,"Follow Up,Plan,& Instructions Given to Patient:",0.2,0.4151131212711334
intervention_description_text,Intervention Description & Narrative:,0.6667,0.7911887764930725
patient_response_text,Describe the Patient's Response to Interventions Delivered:,0.4,0.5856829285621643
purpose,Purpose,1.0,1.0
Functioning,"Functioning - Observed or Reported (May include mood, affect, behavior, cognitive functioning, etc.):",0.1,0.2071017622947693
response,Person's Response to Intervention/Progress Toward Goals and Objectives:,0.1429,0.3947652578353882
Functioning,"Functioning - Observed or Reported (May include mood, affect, behavior, cognitive functioning, etc.):",0.1,0.2071017622947693
response,Person's Response to Intervention/Progress Toward Goals and Objectives:,0.1429,0.3947652578353882
response,Person's Response to Intervention/Progress Toward Goals and Objectives:,0.1429,0.3947652578353882
note,Case Management Note:,0.3333,0.3788975477218628
currentsymptoms,Current Symptoms:,0.0,0.3875308930873871
responsetointerventions,Response to Intervention(s):,0.0,0.5331119894981384
new_issue_stressors_events,New Issue(s)/Stressors/Extraordinary Events Presented Today,0.5714,0.8507838845252991
diagnnostic_assessment,Diagnostic Assessment Update Required?,0.25,0.48783883452415466
brief_mental_status_exam,Brief Mental Status Exam,1.0,1.0
client_presents_danger_to_others,Client presents as a danger to:,1.0,0.9623556137084961
client_presents_danger_in_form_of,Danger is in the form of:,1.0,0.6864324808120728
interactive_complexity,"If yes, please select which were factors in today's visit and provide summary documentation",0.0,0.067669577896595
strengths,How client's strengths and assets will be used:,0.1667,0.5194141268730164
external_connections,How external resources/services support goals:,0.1667,0.29689404368400574
problem_summary,Summarize the problem,0.5,0.8430923819541931
goal,GOAL: State the goal in the client's own words:,0.2,0.36355355381965637
indictaors_goal,Describe the indicators of goal achievement,0.25,0.4012637436389923
mms_plan,MMS PLAN,1.0,1.0
documentation,Documentation,1.0,1.0000001192092896
mms_cpst_plan,MMS CPST PLAN:,1.0,1.0000001192092896
additional_comments,Additional Comments,1.0,1.0000001192092896
intervention_narrative,Intervention narrative:,1.0,1.0
client_response,Client response:,1.0,1.0
narrative,Presenting Issue. Clinical Observations. Therapist Interventions. Client Response. Follow-up Plan.,0.0,0.12382227182388306
presenting_issue,Presenting Issues by Client and Observation by Therapist:,0.4,0.3635559678077698
clinical_intervention,Clinical Intervention by Therapist:,0.6667,0.8292712569236755
goal_objective_addressed,Goal/Objective addressed and progress toward achievement of Goal/Objective:,0.5,0.6714091300964355
client_response,"Client Response (including motivation, obstacles/barriers):",0.3333,0.5297474265098572
followup_plan,"Follow-up Plan (including assigned homework, recommendations, termination plan):",0.125,0.4060642123222351
narrative,Narrative,1.0,1.0
information_text,New Salient Information provided by client/family:,0.1667,0.296770840883255
goals_text,Goal(s)/Objective(s) focused on in this session:,0.25,0.5032622814178467
interventions_text,Interventions provided and client/family response:,0.2,0.5055602192878723
narrative,Narrative,1.0,1.0
description,Description of Acute Situation and RT Associated Behaviors/Complex Care Needed to Address:,0.1,0.19551202654838562
rescommendations_outcome,Recommendation(s)/Outcome:,0.5,0.3836972117424011
goal_objective,Goal and Objective being Addressed :,0.6667,0.807380199432373
subjective,Subjective (Client's description of the problem):,0.25,0.4901576340198517
objective,Objective (Objective observations of the client and problem):,0.25,0.4282381534576416
progress_updates,"Progress and Updates Since Last Visit OR If Appointment No Show/Cancelled, MUST Document Follow Up:",0.1429,0.49053770303726196
goals_objectives,Goals/Objectives from TX Plan Addressed Today:	,0.3333,0.5451709628105164
response_plan,Recipient Response/Plans Toward Goal(s):	,0.4,0.7728416323661804
subjective,Subjective,1.0,1.0
objective,Objective,1.0,1.0
participation,Please describe the youth & family's participation & response to the interventions above:,0.125,0.5172083973884583
today_complaint,Today's Chief Complaint/Reason for Visit,0.4,0.6144466996192932
history_illness,History of Present Illness,0.6667,0.8398981094360352
persons_present,Persons Present other than Consumer,0.4,0.419797420501709
med_history,Medical/Psychiatric History,0.3333,0.42041897773742676
fam_history,Family History,0.5,0.5414589047431946
social_history,Social/Substance/Legal History,0.5,0.6150440573692322
side_effects,Side Effects,1.0,1.0
review_comments,Review of Systems Comments,0.6667,0.7743897438049316
substance_hx,Substance Use Hx,0.6667,0.8842095732688904
strength,Strengths,1.0,1.0000001192092896
barriers,Barriers,1.0,1.0000001192092896
mental_status,Mental Status Exam,0.6667,0.7715445160865784
si_comments,SI/HI Comments,0.6667,0.8097041249275208
mse_comments,Mental status exam additional comments,0.2,0.4548819065093994
associated_signs_systems,Associated signs/systems; other information,0.6,0.7937337756156921
lab_comments,Lab Comments,1.0,1.0
information,Information and Education,0.5,0.569277822971344
counseling_comments,Counseling Activities Comments,0.6667,0.8416348099708557
noncounseling_comments,Non Counseling Activities Comments,0.25,0.4188919961452484
treatment_plan,Plan,1.0,0.6150577068328857
intervention_or_activity,What was the intervention or activity?,0.6667,0.9288605451583862
client_response,What was the client's response?,0.6667,0.9617965817451477
progress_towards_goal,Progress towards the goal?,1.0,1.0000001192092896
enhanced_clients_response,What was the client's response,0.6667,0.7855061888694763
enhanced_progress_towards_goals,Progress Towards Goals,1.0,0.8684358596801758
enhanced_clients_plan,What is the plan,0.5,0.5644910335540771
enhanced_intervention_or_activity,What was the intervention or activity,0.6667,0.8459813594818115
goals_text,Goals and Objectives Targeted/ Progress:,0.25,0.5211921334266663
interventions_text,Interventions/ Services Provided:,0.3333,0.6934342384338379
response_text,Response to Interventions/ Assessment/ Significant Observations:,0.2,0.39565229415893555
risk_text,Risk Assessment:,0.5,0.46666181087493896
individuals,Individuals Present/Contacted:,0.3333,0.42198097705841064
content,Content of Contact:,0.5,0.5991799831390381
indiv,Individuals Present/Contacted:,0.0,0.061128031462430954
content,Content of Contact:,0.5,0.5991799831390381
interventions_and_services,"Interventions and services: Description of service provided must support the progress note selected and how the service addressed the client’s behavioral health need (e.g., symptom, condition, diagnosis, and/or risk factors), document family involvement, if applicable.",0.0769,0.4330762028694153
Crisis_textbox,"Crisis Intervention/Support, explain",0.25,0.5016600489616394
Otherinfo_textbox,"Other Information/ Updates such as hospitalizations, significant change in symptoms, functioning, supports, custody, educational or vocational situations",0.0,0.11735089123249054
PresentingProblem_textbox,Presenting Problem (please click to complete),0.4,0.5204401016235352
IntegratedSummary_textbox,Integrated Summary (please click to complete),0.4,0.5678107142448425
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.0625,0.13475942611694336
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.0769,0.2802562117576599
Identify,"Identify Specific Changes in Problems, Symptoms, or Functioning",0.1667,0.18486779928207397
Daily,"Daily Summary (include Life Changes, Interventions and Progress):",0.1429,0.37288105487823486
servicetext,,0.0,0.12266303598880768
participantstext,,0.0,0.11032060533761978
content_text,,0.0,0.14306576550006866
response_text,,0.0,0.14558503031730652
narrative,Narrative,1.0,1.0
subjective,סובייקטיבי,0.0,0.21274814009666443
objective,אובייקטיבי,0.0,0.36237773299217224
current_report,Current Report of Functioning or Life Changes:,0.4,0.56258225440979
appearance_other,"If other general appearance, please describe:",0.3333,0.6301553845405579
mood_other,"If other mood, please describe:",0.4,0.7440688014030457
affect_other,"If other affect, please describe:",0.4,0.7571091055870056
observations,Observations,1.0,1.0
interventions_other,"If other interventions needed, please explain:",0.3333,0.7235978841781616
progress_other,"If other progress and/or response to interventions, please explain:",0.2857,0.4802325367927551
safety_details,Safety Plan Response/Details:,0.5,0.619774341583252
current_report,Current Report of Functioning or Life Changes:,0.4,0.56258225440979
appearance_other,"If other appearance, please describe:",0.4,0.6671814322471619
mood_other,"If other mood, please describe:",0.4,0.7440688014030457
affect_other,"If other affect, please describe:",0.4,0.7571091055870056
observations,Observations,1.0,1.0
safety_details,Safety Plan Response/Details:,0.5,0.619774341583252
presenting_problems,"Presenting Problem(s), as Indicated by Client/Family:",0.4,0.44201165437698364
if_otherappearance,"If ""Other"", please describe:",0.25,0.34043580293655396
if_othermood,"If ""Other"", please describe:",0.25,0.2923574149608612
if_otheraffect,"If ""Other"", please describe:",0.25,0.3244248628616333
observations,Observations,1.0,1.0
summary_response,Summary/Response of Intervention/Services,0.5,0.6396320462226868
safety_plan,Safety Plan Response/Details:,0.5,0.6759410500526428
current_report,Current Report of Functioning or Life Changes:,0.4,0.56258225440979
appearance_other,"If other appearance, please describe:",0.4,0.6671814322471619
mood_other,"If other mood, please describe:",0.4,0.7440688014030457
affect_other,"If other affect, please describe:",0.4,0.7571091055870056
observations,Observations,1.0,1.0
other_ebp,Other EBP:,1.0,1.0000001192092896
safety_details,Safety Plan Response/Details:,0.5,0.619774341583252
main_question_concern,Main Question/Concern for Today:,0.75,0.8910210132598877
lab_results,Lab Results/Collateral Information/Records Review:,0.3333,0.3715728223323822
medication_side_effects,Medication Side Effects:,1.0,1.0
updated_history,Updated Medical/Family/Social History:,0.4,0.43639442324638367
plan_recommendations,Plan/Recommendations:,1.0,1.0
psychoeducation_counseling,PsychoEducation/Counseling :,0.3333,0.8975536823272705
FacetoFace_textbox,,0.0,0.030525967478752136
Functioning_textbox,,0.0,0.11087710410356522
Interventions_textbox,,0.0,0.04265041649341583
Response_textbox,,0.0,0.08293827623128891
Plan_textbox,,0.0,0.03220297396183014
goal,Goal for this Services:,0.5,0.5863334536552429
narrative,Narrative:,1.0,1.0
goal,"Goal for This Service: Indicate a specific, observable and/or measurable goal(s) related to the client’s mental health needs.",0.0909,0.30728140473365784
narrative,"SESSION NARRATIVE: Indicate medically necessary service(s) provided. If client/collateral present, also indicate participant(s) response to service(s).",0.0714,0.34065160155296326
goal,Goal for this Service:,0.5,0.5863334536552429
response,Response:,1.0,1.0
riskofharm_notes,Explain (Risk of Harm),0.0,0.531223714351654
documentation,Data,0.0,0.08367899805307388
stages_of_change,Stages of Change,1.0,1.0
suggestions,Suggestions & Recommendations,0.5,0.7188200354576111
goals,Goal(s),1.0,1.0
interventions_response,Interventions & Response,1.0,0.9999999403953552
risks,Risk(s) Identified,0.5,0.8277099132537842
response,Client's/Other's response and insights to provider's intervention and recommendations,0.1429,0.32126080989837646
narrative,Narrative,1.0,1.0
narrative,Narrative,1.0,1.0
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.0625,0.13475942611694336
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.0769,0.2802562117576599
service,Service,1.0,1.0
coordinated_services,Waiver and Non-Waiver Services: List of waiver and non-waiver services reviewed and coordinated in this session.,0.2857,0.3306923806667328
satisfaction,Satisfaction: A client quote or other indicator of the client or guardian's report of satisfaction or dissatisfaction with the services coordinated during this session.,0.0833,0.3986645042896271
psych_chief_complaint,Today's Chief Complaint/Reason for Visit,0.4,0.5945274233818054
psych_side_effects,Side Effects - Specify,0.6667,0.5890352725982666
psych_illness,General History of Present Illness - Narrative,0.2,0.5326391458511353
psych_review_systems_comments,Review of Systems & Active Medical Problems- Comments,0.5,0.6468664407730103
psych_medical_history,Past Psychiatric/Medical History including Past Medication Trials,0.2857,0.6817774772644043
psych_family_history,Family History,1.0,0.7184719443321228
psych_social_history,Social History,1.0,0.7094139456748962
psych_substance_use_history,Substance Use History,1.0,0.8306723833084106
psych_mental_status_comments,"Mental status exam additional comments, Descriptions",0.5,0.6321702003479004
psych_plan,Plan,1.0,0.5245393514633179
psych_medication_information_education,Medication Information and Education,1.0,0.7695478200912476
psych_psychosocial_environmental_other_factors,"Psychosocial, Environmental, and Other Factors - Comments",0.8,0.8499032258987427
purpose_text,,0.0,0.15694685280323029
activity_text,,0.0,0.12061003595590591
response_text,,0.0,0.14558503031730652
overall_outcome_text,,0.0,0.10344771295785904
skills_text,"Reason for visit, what skills, tools, and techniques were reviewed with the client and how do those relate to the client's treatment goal? *",0.0769,0.2133558839559555
quote_text,"Using a client quote,what was the client's response to today's session *",0.0,0.33755192160606384
progress_text,What is the provider's perspective on the client's progress and engagement in this session? *,0.1429,0.2798900604248047
act_progress,"Movement toward treatment plan objectives by (include Individual's perception of services, supports and/or treatment and progress toward goals)",0.0833,0.4238732159137726
act_staff_intervention,"Staff intervention (i.e. modality, EBP, assignment of homework, etc.)",0.25,0.655878484249115
act_individual_response,Individual's Response to Intervention,0.6667,0.6442028880119324
individual_response,Individual's Response to Intervention,0.6667,0.6729080080986023
problem_text,Problem,1.0,0.48832595348358154
intervention_text,Intervention,1.0,0.7627306580543518
evaluation_text,Evaluation,1.0,0.7914484739303589
Description,Description of Crisis,0.5,0.5153251886367798
Client_Coping,Client's Coping Skills Used to Reduce Crisis,0.3333,0.7329341769218445
Community,Community Resources Used/Accessed,0.25,0.43471381068229675
goals,Goals Addressed,0.5,0.6359612345695496
response,Participation/Response,0.5,0.5333278179168701
observation,Staff Observations and Assessment,0.3333,0.5889875292778015
response,Client Response,0.5,0.5405397415161133
treatment_provided,Treatment provided (Document treatment and client outcome during session):,0.2857,0.5220689177513123
treatment_goals,Progress toward Treatment Goals (Document progress toward this treatment goal):,0.4,0.6889930367469788
suicidal_ideation_text,,0.0,0.10444057732820511
homicidal_ideation_text,,0.0,0.03662212938070297
community_resources,Referral to Community Resources:,0.6667,0.7222920656204224
contact_with_caregiver,Contact with Caregiver:,1.0,1.0000001192092896
coordination_of_services_text,,0.0,0.1120154857635498
details_of_contact,Details of Contact,1.0,1.0
specific_interventions,"Specific interventions provided by clinician and targeted actions taken, based on curriculum used, to educate or practice skills to support the consumer toward achieving the identified service plan goal/objective focused on during the session.",0.08,0.3800520598888397
member,"Member (and family, when applicable) response to the session or intervention (what did the member do in session?):",0.1111,0.24418410658836365
needs,"Any new needs, goals, and/or objectives identified during session or service:",0.1111,0.15294712781906128
any_new_needs,"Any new needs, goals, or objectives identified during services:",0.375,0.2724542021751404
progress_barriers,Progress or Barriers made towards goals and/or objectives:,0.3333,0.822384774684906
specific_activites,"Specific activities performed by Case Manager on behalf of the client/family AND client (and family, when applicable) response to the services (What client did and said during session)",0.0588,0.21865148842334747
specific_interventions,"Specific interventions provided by clinician and targeted actions taken, based on curriculum used, to educate or practice skills to support the consumer toward achieving the identified service plan goal/objective focused on during the session.",0.08,0.3800520598888397
progress_barriers,"Progress, or barriers to progress, made in treatment as it relates to the goals and/or objectives, as evidenced by:",0.2222,0.6402817368507385
any_new_needs,"Any new needs, goals, and/or objectives identified during session or service:",0.3333,0.2002384066581726
specific_interventions,"Specific interventions provided by peer and targeted actions taken to support, assist, model, or mentor the consumer toward achieving the identified service plan goal/objective focused on during the session",0.0909,0.3561042845249176
progress_barriers,"Progress, or barriers to progress, made in treatment as it relates to the goals and/or objectives, as evidenced by:",0.2222,0.6402817368507385
any_new_needs,"Any new needs, goals, and/or objectives identified during session or service:",0.3333,0.2002384066581726
act_intervention,Content / Intervention and Progress,0.3333,0.6650495529174805
cm_intervention,Content / Intervention and Progress,0.3333,0.6166836023330688
group_response,Response to Group,1.0,1.0
progress_intervention,Content / Intervention and Progress,0.6667,0.834469199180603
summary_of_treatment_goals,Summary of treatment goals / objectives / interventions addressed with this contact,0.4286,0.6252452731132507
interventions_methods,Intervention(s) / Method(s) Details,0.6667,0.8563750386238098
response_progress,Response to Intervention / Progress Toward Outcomes and Objectives,0.3333,0.6665958762168884
summary_of_treatment,Summary of treatment / goals / objectives / interventions addressed with this visit,0.2857,0.5502687096595764
action_plan,Action Plan - 1,0.6667,0.8780392408370972
intervention_text,Intervention:,1.0,0.7627306580543518
response_text,Response:,1.0,0.5972064733505249
progress_text,Progress:,1.0,0.6597947478294373
additional,Additional Details about Contact:,0.25,0.4461238384246826
field_notes,"Field Notes (Client Concerns, Provider Intervention, Response):",0.2857,0.49805155396461487
new_interventions,The following new Interventions will be implemented: (when there are new interventions):,0.2857,0.7713455557823181
brief_narrative,Brief Narrative:,1.0,1.0
collateral_contacttb,Collateral Contact,0.5,0.8380416631698608
GoalTB,Client Goal Addressed,0.3333,0.4062245786190033
InterventionTB,Staff Intervention,0.5,0.49009063839912415
ResponseTB,Client Response to Intervention,0.3333,0.3383619785308838
PlanTB,Plan (What are the next Steps):,0.25,0.4257514774799347
GoalTB,Client Goal Addressed,0.3333,0.4062245786190033
InterventionTB,Staff Intervention,0.5,0.49009063839912415
ResponseTB,Client Response to Intervention,0.3333,0.3383619785308838
PlanTB,Plan (What are the next Steps):,0.25,0.4257514774799347
GoalTB,Client Goal Addressed (FACE TO FACE ONLY),0.2,0.2790500819683075
InterventionTB,Staff Intervention (FACE TO FACE ONLY),0.25,0.4318183362483978
ResponseTB,Client Response to Intervention (FACE TO FACE ONLY),0.2,0.29411205649375916
PlanTB,Plan (What are the next Steps):,0.25,0.4257514774799347
GoalTB,Client Goal Addressed,0.3333,0.4062245786190033
InterventionTB,Staff Intervention,0.5,0.49009063839912415
ResponseTB,Client Response to Intervention,0.3333,0.3383619785308838
PlanTB,Plan (What are the next Steps):,0.25,0.4257514774799347
others_presenttxt,,0.0,0.17259307205677032
additional_comments,Additional Comments:,1.0,1.0000001192092896
add_commentstwo,Additional Comments:,0.0,0.5247637033462524
add_commsthree,Additional Comments:,0.0,0.2747826874256134
progclient_response,Progress/Client Response to Intervention:,0.25,0.4254799485206604
desc_activitytxt,Describe Specific Activity,0.0,0.5236002802848816
relevant_info,Relevant New Information Provided About the Individual Since Last Contact (How did strategies work from the previous visit?) Joint Plan for Today's Visit,0.1111,0.23513895273208618
intervention_comments,Intervention Comments. What was observed/practiced today?,0.3333,0.7988514304161072
indiv_response,Individual Response to Interventions/Techniques Used. Routine Caregiver's Reflection to Intervention/Techniques Used.,0.125,0.20910322666168213
strengths,"Strengths, Needs, Areas of Growth and/or Feedback Provided to Routine Caregiver.",0.125,0.5254305601119995
desc_progress,Describe Progress or Lack of Progress,0.3333,0.5036808848381042
follow_up,Follow Up Plan,0.6667,0.7174098491668701
response_interactions, Response/Interactions (includes therapist's interactions),0.5,0.6050659418106079
additional_comments_oberservations,Additional Comments/Observations,0.6667,0.6444268822669983
response_intervention,Response/Interactions,0.5,0.5370767712593079
comments_oberservations,Additional Comments/Observations,0.3333,0.47795483469963074
description_text,,0.0,0.07305234670639038
recommendations_text,,0.0,0.1283450871706009
followup_text,,0.0,0.09944398701190948
narrative,סיכום פגישה,0.0,0.254143625497818
situation,Situation,1.0,1.0
response,Client Response,0.5,0.5405397415161133
narrative_text,Narrative,1.0,0.8065506815910339
narrative,Activity Narrative,0.5,0.7751590013504028
next_appointment,Next Appointment,1.0,1.0
notes_tb,Notes,1.0,0.5426421165466309
summary_textbox,SOAP Note,0.0,0.18198636174201965
summary_textbox,,0.0,0.044744737446308136
problems_textbox,,0.0,0.07516461610794067
event_text,,0.0,0.11095371842384338
intervention_text, ,0.0,0.16314105689525604
hide_PLAN_header, ,0.0,0.14936357736587524
hide_TREATMENT_header, ,0.0,0.10711177438497543
hide_ASSESSMENT_header, ,0.0,0.12281660735607147
reason,Reason for Contact *,0.5,0.4119628667831421
description,Description of Service,0.5,0.6136837601661682
situation,Situation,1.0,1.0
response,Client Response,0.5,0.5405397415161133
response,Client Response to Intervention,0.3333,0.40452325344085693
response,Client Response to Intervention,0.3333,0.40452325344085693
therapeutic_intervnetions,Therapeutic Interventions Addressed from ISP,0.25,0.3821491599082947
response,Response to,1.0,1.0
individual_client_information,Individual Client Information,1.0,1.0
new_issues,New Issue(s) Presented Today,0.5,0.7593533396720886
attended_text,Who attended this session?,0.3333,0.48887237906455994
concerns_text,,0.0,0.09848009049892426
response,Consumer's response to the session:,0.3333,0.4392223060131073
barriers,Barriers to Discharge,0.5,0.6153044104576111
family,Have any family or other support sessions been conducted or scheduled? Why or why not?,0.1,0.3507547378540039
frequency_text,"If yes, please note the change in frequency of services and the reason for the change.",0.125,0.31474822759628296
levelofcare_text,"If yes, please note the change in the Level of Care and the reason for the change.",0.0,0.3398968279361725
concerns_text,,0.0,0.09848009049892426
response,Consumer's response to the session:,0.3333,0.4392223060131073
barriers,Barriers to Discharge,0.5,0.6153044104576111
family,Have any family or other support sessions been conducted or scheduled? Why or why not?,0.1,0.3507547378540039
frequency_text,"If yes, please note the change in frequency of services and the reason for the change.",0.125,0.31474822759628296
levelofcare_text,"If yes, please note the change in the Level of Care and the reason for the change.",0.0,0.3398968279361725
intervention_summary,"What client said, intervention, and summary of session:",0.3333,0.6304249167442322
response_intervention,Client response to intervention:,0.6667,0.8081874251365662
assigned_homework,"Assigned homework, action steps, or comments on plan:",0.3333,0.5111395716667175
problem,Problem,1.0,1.0
goal_short_term_long_term,Goal (short/long term),1.0,1.0
0bjective_steps_to_goal,Objective (steps to goal),0.6667,0.7480288743972778
intervention_modality,Intervention/Modality,1.0,1.0
response,Response,1.0,1.0
response,Response,1.0,1.0
identifying_data,Identifying Data,1.0,1.0
hpi,History Of Present Illness,0.0,0.03941696882247925
past_psychiatric_history,Past Psychiatric History,1.0,1.0000001192092896
family_psychiatric_history,Family Psychiatric History,1.0,1.0000001192092896
medical_surgical_history,Medical/Surgical History,1.0,1.0
substance_use_history,Substance Use History,1.0,1.0
psychosocial_legal_history,Psychosocial/Legal History,1.0,1.0
birth_development_milestones,Birth and Development Milestones,1.0,1.0
mental_exam_exam,Mental Status Examination,0.3333,0.7366667985916138
treatment_recommendations,Treatment Recommendations,1.0,1.0
narrative,סיכום פגישה,0.0,0.254143625497818
dap_data_text,Data,1.0,0.5749964714050293
dap_assessment_text,Assessment,1.0,0.5358378291130066
dap_plan_text,Plan,1.0,0.39344432950019836
narrative,Narrative,1.0,1.0
response_outcome,Response/Outcome*,1.0,1.0
parties_txt,,0.0,0.08652505278587341
info_txt,,0.0,0.0704399049282074
mental_status,Mental Status,1.0,1.0000001192092896
presenting_issues,"Today's Presenting Issues, Interventions Provided, Response to Intervention",0.3333,0.39716681838035583
con_sat_text,,0.0,0.14252832531929016
focus_text,,0.0,0.07640843093395233
factors_text,Precipitating Factors,0.5,0.444316565990448
maladaptive_text,,0.0,0.1047922894358635
session_text,,0.0,0.11669676750898361
additional_text,,0.0,0.1309221386909485
spoke_to,Spoke To,1.0,1.0000001192092896
call_information,Call Information,1.0,1.0
intervention_text,Therapeutic Intervention Provided,0.3333,0.6678957343101501
response_text,Client Response to Intervention/Progress Towards Goals and Objectives,0.1429,0.33823174238204956
note_text,Note,1.0,0.6081365942955017
narrative,סיכום שיחה קצרה,0.0,0.254143625497818
purpose,PURPOSE,1.0,1.0
objective,Note Address Which PCRP Objective,0.2,0.28056851029396057
details,Describe details of the case management service,0.2,0.44733670353889465
explain_linkage,Explain linkage to services,0.6667,0.7009698748588562
observations,Clinical Observations,0.5,0.6187334656715393
responses,Client Responses,0.5,0.5405397415161133
timeline,Timelines for Next Service,0.3333,0.6175168752670288
describe_text,Describe details of employment service,0.25,0.31560587882995605
clincial_text,Clinical Observations,0.0,0.18425707519054413
response_text,Client Responses,0.5,0.5882841348648071
progress_text,Progress Towards Recovery Plan Objectives,0.2,0.34499016404151917
timeline_text,Timelines for Next Service,0.3333,0.511581540107727
actions_text,What actions should the individual complete before next service?,0.125,0.17588338255882263
behavioral_desc,Behavioral description of the Presenting Problem or description of New Issue(s) Presented today,0.1429,0.44393664598464966
objective,Note Address Which PCRP Objective,0.2,0.28056851029396057
details,Describe details of PSR/IMR service,0.2,0.23059003055095673
observations,Clinical Observations,0.5,0.6187334656715393
responses,Client Responses,0.5,0.5405397415161133
timeline,Timelines for Next Service,0.3333,0.6175168752670288
description,Description of Behavior(s),0.5,0.6166560053825378
service,Describe details of employment service,0.25,0.5881829857826233
details,Details of Follow Up/Admission,0.25,0.3526511788368225
strengths,Identify Needs and Strengths of client,0.25,0.5964601635932922
details,Describe details of Peer Specialist Service,0.2,0.38835403323173523
response,Individual Responses to service provided,0.25,0.4108354151248932
timeline,Timeline for Next Service,0.3333,0.6175168752670288
interventiontxt,,0.0,0.12952978909015656
responsetxt,,0.0,0.1724819391965866
plantxt,,0.0,0.12753191590309143
psych_history_present_illness,"HPI: History of Present Illness: (Elements: Location, Quality, Severity, Duration, Timing, Content, Modifying Factors, Associated Signs / Sx)",0.1875,0.32732629776000977
psych_identifying_information,Identifying Information:,1.0,0.6286963820457458
psych_chief_complaint,Chief Complaint,1.0,0.6768853664398193
psych_developmental_history,Developmental History,1.0,0.683966875076294
psych_medical_history,Medical History,1.0,0.7044869661331177
psych_family_history,Family Psychiatric History,0.6667,0.8218392729759216
psych_client_history,Client Psychiatric History,0.6667,0.7908756136894226
psych_social_history,Social History,1.0,0.7094139456748962
psych_review_systems,Review of Systems,1.0,0.5891174077987671
psych_mental_exam,Mental Status Exam,0.6667,0.7767691016197205
psych_assessmentplan,Assessment/Plan,0.0,0.6218990683555603
desc_distresstxt,,0.0,0.14514559507369995
w_triggerstxt,,0.0,-0.021835435181856155
plantxt,,0.0,0.12753191590309143
intervention_activity,Intervention Activity,1.0,1.0
effectiveness_outcome,Effectiveness / Outcome,1.0,1.0
behavior,BEHAVIOR,1.0,1.0000001192092896
plan_revisions,Plan Revisions,1.0,1.0
goals_behaviors,Goals/Behaviors,1.0,1.0
purpose,Purpose,1.0,1.0
inteventions,Interventions,0.0,0.2893677353858948
impression,Clinical Impression,0.5,0.71369469165802
purpose,Purpose,1.0,1.0
goals,Goals,1.0,1.0
course,Course of Treatment/Action,0.3333,0.27259495854377747
intervention_text,Intervention (Interaction that occurred during service delivery and how it relates to plan of care),0.0909,0.4872395694255829
response_text,Response to today's intervention / changes in condition,0.2,0.2727448642253876
interventions_during_todays_session,Interventions during today's session,1.0,1.0
not_applicable_explain,Explain Not Applicable answer from previous question,0.5,0.7217515110969543
service_recommendation_plan,Service Recommendation / Plan,1.0,1.0
additional_information_and_comments,Additional Information or Comments,1.0,1.0000001192092896
interventionstb,"Describe interventions used, treatment goals addressed from the ISP (treatment plan) and client's response to intervention:",0.0,0.398619145154953
dangertootherstb,Suicidality / Danger to Others:,0.0,0.3907656669616699
Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,0.0,0.14893503487110138
Progresstextbox,Progress on treatment plan (ISP) goals since last visit:*,0.0,0.2022407203912735
Itemstextbox,Items addressed today which are on the treatment plan (ISP)?,0.0,0.10315237194299698
Interventionstextbox,Interventions used and client's response to treatment:,0.0,0.44429513812065125
Moodtextbox,Mood / Behavior / Affect / Functioning / Substance Use:,0.0,0.48732203245162964
Suicidalitytextbox,Suicidality / Danger to Others:,0.0,0.5495654344558716
Providertextbox,Provider / Client Plan of Action (or future directions/next steps):,0.0,0.14893503487110138
Progresstextbox,Progress on goals since last visit:,0.0,0.21244141459465027
Interventionstextbox,"Interventions used and manner of delivery, including treatment goals addressed on ISP and client's response to intervention:",0.0,0.36423394083976746
Moodtextbox,Mood / Behavior / Affect / Functioning / Substance Use:,0.0,0.48732203245162964
