field_key,field_title,nli_axis,nli_axis_label
response_text,Response to today's intervention / changes in condition,0.04927096723967847,Uncertain
progress_text,Explain your progress rating,0.2793041481901245,Weak Match
intervention_text,Describe interaction that occurred during service delivery and how it relates to plan of care,-0.14308418453349384,Uncertain
response_text,Describe response to today's Intervention,0.32037926320080157,Weak Match
progress_text,Explain your progress rating,0.2793041481901245,Weak Match
intervention_text,Intervention (Interaction that occurred during service delivery and how it relates to plan of care),-0.00509689119695228,Uncertain
response_text,Response to today's intervention / changes in condition,0.04927096723967847,Uncertain
progress_text,Explain your progress rating,0.2793041481901245,Weak Match
briefdescriptiontb,Brief Description:,-0.03946298232892532,Uncertain
medicalconcernstb,Medical Concerns:,0.12384945693213882,Uncertain
behaviorstb,Behaviors:,0.003854877345744609,Uncertain
housetb,House,0.08852475995621548,Uncertain
ECSteamtb,ECS Team,0.010593861412235494,Uncertain
familyguardiantb,Family/Guardian,-0.036131615052973395,Uncertain
psychiatristtb,Psychiatrist,-0.0740457856174008,Uncertain
currentcontext_text,"Client's current context, needs, and barriers:",0.15202411435494262,Uncertain
summary_text,"Session summary, Care Navigator's actions to address barriers and next steps:",0.428511114728758,Weak Match
Progresstextbox,Progress on employment/ education since last visit:,-0.09578106854761943,Uncertain
Interventionstextbox,"Interventions used and manner of delivery, including treatment goals from ISP (treatment plan) addressed:",-0.1307318306313328,Uncertain
Responsetb,Client presentation and response to interventions (include direct client quotes):,-0.019812614445911175,Uncertain
Providertextbox,Provider/ Client plan of action (including plan for next session):,-0.10659743817978867,Uncertain
admissionsummarytext,Admission Summary:,0.10329735723295479,Uncertain
additionalsessiontb,"Additional session/summary information (note ROIs signed, other people in the session, etc):",-0.050229290226198126,Uncertain
objectivestb,Objectives that were addressed or need to be added to the Treatment Plan:,-0.2511755771051372,Strong Contradiction
clientplantb,Client plan,-0.14057907241365436,Uncertain
providerplan,Provider plan of action (or future directions/next steps),0.32900649718723873,Weak Match
providerconsulted,(if applicable) Provider consulted with the following Care Team Members:,0.2550598414763334,Weak Match
summary_text,Summary of Overall Progress:,0.45750618244213964,Weak Match
observations,"Observations: Symptoms, Thoughts, Mood, Appearance, Behaviors ",0.6259301934944866,Exact Match
response,"Consumer Response - Progress Towards Goals, Strengths Demonstrated ",0.34600270887740575,Weak Match
substance,"Substance Use (status of use, substance(s) used, frequency, and comments)",0.3093698591306521,Weak Match
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.19569478427555034,Uncertain
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.21383973451185248,Weak Match
barriers,Identify barriers to treatment and identify new needs (if any).,0.5525198489152591,Weak Match
previous_homework,Discuss/Review of previous homework if applicable.,0.7683210814742458,Exact Match
new_homework,"Assignment of new homework, if applicable.",0.6799011840056729,Exact Match
response,"List and/or Describe Material presented, Specific Techniques, and Parent or LAR Response",0.2657520127202082,Weak Match
stressors_text,,-0.11100759416394496,Uncertain
help_text,,-0.09449489785729709,Uncertain
intervention_text,,-0.1091704684586013,Uncertain
steps_text,,-0.07353350158705492,Uncertain
crisis_problem,Crisis Presenting Problem,0.48074511824443683,Weak Match
describe_risk_text," Describe Risk (ideation,intent,plan,means,attempt,& other applicable details) ",0.31677374964025234,Weak Match
intervention_text,Intervention Description & Narrative:,-0.044679903484654386,Uncertain
patient_response,Describe the Patient's Response to Interventions Delivered:,0.6634525850746312,Exact Match
follow_up_plan_text,"Follow Up,Plan,& Instructions Given to Patient:",0.1812244005912797,Uncertain
intervention_description_text,Intervention Description & Narrative:,0.09734822496181343,Uncertain
patient_response_text,Describe the Patient's Response to Interventions Delivered:,0.3424975227858606,Weak Match
purpose,Purpose,0.553126421520112,Weak Match
Functioning,"Functioning - Observed or Reported (May include mood, affect, behavior, cognitive functioning, etc.):",0.5708352559098082,Weak Match
response,Person's Response to Intervention/Progress Toward Goals and Objectives:,0.5543515479773888,Weak Match
Functioning,"Functioning - Observed or Reported (May include mood, affect, behavior, cognitive functioning, etc.):",0.5708352559098082,Weak Match
response,Person's Response to Intervention/Progress Toward Goals and Objectives:,0.5543515479773888,Weak Match
response,Person's Response to Intervention/Progress Toward Goals and Objectives:,0.5543515479773888,Weak Match
note,Case Management Note:,0.5584004373781696,Weak Match
currentsymptoms,Current Symptoms:,0.7503003948802837,Exact Match
responsetointerventions,Response to Intervention(s):,0.545258330161495,Weak Match
new_issue_stressors_events,New Issue(s)/Stressors/Extraordinary Events Presented Today,0.5518306417634269,Weak Match
diagnnostic_assessment,Diagnostic Assessment Update Required?,0.1574739013223193,Uncertain
brief_mental_status_exam,Brief Mental Status Exam,0.6353200843551772,Exact Match
client_presents_danger_to_others,Client presents as a danger to:,0.8007807406907378,Exact Match
client_presents_danger_in_form_of,Danger is in the form of:,0.22397377162559576,Weak Match
interactive_complexity,"If yes, please select which were factors in today's visit and provide summary documentation",-0.10889514698844484,Uncertain
strengths,How client's strengths and assets will be used:,0.34587454563579206,Weak Match
external_connections,How external resources/services support goals:,0.47839758701636065,Weak Match
problem_summary,Summarize the problem,0.8890037052894033,Exact Match
goal,GOAL: State the goal in the client's own words:,0.44007150343576573,Weak Match
indictaors_goal,Describe the indicators of goal achievement,0.15179130148386105,Uncertain
mms_plan,MMS PLAN,0.5139113546540472,Weak Match
documentation,Documentation,0.49593348438559165,Weak Match
mms_cpst_plan,MMS CPST PLAN:,0.5981842317751497,Weak Match
additional_comments,Additional Comments,0.8329385718704303,Exact Match
intervention_narrative,Intervention narrative:,0.5799568193497612,Weak Match
client_response,Client response:,0.6373382461666313,Exact Match
narrative,Presenting Issue. Clinical Observations. Therapist Interventions. Client Response. Follow-up Plan.,-0.03832914903465749,Uncertain
presenting_issue,Presenting Issues by Client and Observation by Therapist:,0.5948797826905312,Weak Match
clinical_intervention,Clinical Intervention by Therapist:,0.6928160148734449,Exact Match
goal_objective_addressed,Goal/Objective addressed and progress toward achievement of Goal/Objective:,0.850577402796766,Exact Match
client_response,"Client Response (including motivation, obstacles/barriers):",0.4191378060515357,Weak Match
followup_plan,"Follow-up Plan (including assigned homework, recommendations, termination plan):",0.6616077239608036,Exact Match
narrative,Narrative,0.41794988136993755,Weak Match
information_text,New Salient Information provided by client/family:,0.0015861873925045455,Uncertain
goals_text,Goal(s)/Objective(s) focused on in this session:,0.10416423732677793,Uncertain
interventions_text,Interventions provided and client/family response:,-0.03739327392113791,Uncertain
narrative,Narrative,0.41794988136993755,Weak Match
description,Description of Acute Situation and RT Associated Behaviors/Complex Care Needed to Address:,0.623567168050514,Exact Match
rescommendations_outcome,Recommendation(s)/Outcome:,0.3102833465171602,Weak Match
goal_objective,Goal and Objective being Addressed :,0.3094293096078335,Weak Match
subjective,Subjective (Client's description of the problem):,0.33680857760665806,Weak Match
objective,Objective (Objective observations of the client and problem):,0.4477358254793329,Weak Match
progress_updates,"Progress and Updates Since Last Visit OR If Appointment No Show/Cancelled, MUST Document Follow Up:",0.6436789134183195,Exact Match
goals_objectives,Goals/Objectives from TX Plan Addressed Today:	,0.44182262098634617,Weak Match
response_plan,Recipient Response/Plans Toward Goal(s):	,0.23681218086573225,Weak Match
subjective,Subjective,0.4892162529333569,Weak Match
objective,Objective,0.4291059932302803,Weak Match
participation,Please describe the youth & family's participation & response to the interventions above:,0.5031873489923464,Weak Match
today_complaint,Today's Chief Complaint/Reason for Visit,0.5675285624503267,Weak Match
history_illness,History of Present Illness,0.24783801593520882,Weak Match
persons_present,Persons Present other than Consumer,0.7167949178965827,Exact Match
med_history,Medical/Psychiatric History,0.10586328844413186,Uncertain
fam_history,Family History,0.5716285694244596,Weak Match
social_history,Social/Substance/Legal History,0.5785962327959143,Weak Match
side_effects,Side Effects,0.757797638916934,Exact Match
review_comments,Review of Systems Comments,0.45079699251841104,Weak Match
substance_hx,Substance Use Hx,0.486623958637572,Weak Match
strength,Strengths,0.6200810153324207,Exact Match
barriers,Barriers,0.71329163106998,Exact Match
mental_status,Mental Status Exam,0.2694502379059532,Weak Match
si_comments,SI/HI Comments,0.16484196995461406,Uncertain
mse_comments,Mental status exam additional comments,0.1064044216656821,Uncertain
associated_signs_systems,Associated signs/systems; other information,0.5393192417406114,Weak Match
lab_comments,Lab Comments,0.643261548180971,Exact Match
information,Information and Education,0.5554701931454169,Weak Match
counseling_comments,Counseling Activities Comments,0.1844498667351753,Uncertain
noncounseling_comments,Non Counseling Activities Comments,0.7369056977039742,Exact Match
treatment_plan,Plan,0.0087700664658626,Uncertain
intervention_or_activity,What was the intervention or activity?,0.6797382957215589,Exact Match
client_response,What was the client's response?,0.601749119690818,Exact Match
progress_towards_goal,Progress towards the goal?,0.6748642468507866,Exact Match
enhanced_clients_response,What was the client's response,-0.07259111782529223,Uncertain
enhanced_progress_towards_goals,Progress Towards Goals,0.047186907784734514,Uncertain
enhanced_clients_plan,What is the plan,-0.15839656679950032,Partial Contradiction
enhanced_intervention_or_activity,What was the intervention or activity,0.004353532402757109,Uncertain
goals_text,Goals and Objectives Targeted/ Progress:,0.17213745236998168,Uncertain
interventions_text,Interventions/ Services Provided:,0.03991911562173087,Uncertain
response_text,Response to Interventions/ Assessment/ Significant Observations:,0.2191335520158778,Weak Match
risk_text,Risk Assessment:,-0.0319913490781348,Uncertain
individuals,Individuals Present/Contacted:,0.5628642180272786,Weak Match
content,Content of Contact:,0.16722506228138675,Uncertain
indiv,Individuals Present/Contacted:,-0.014679283810230622,Uncertain
content,Content of Contact:,0.16722506228138675,Uncertain
interventions_and_services,"Interventions and services: Description of service provided must support the progress note selected and how the service addressed the client’s behavioral health need (e.g., symptom, condition, diagnosis, and/or risk factors), document family involvement, if applicable.",0.5564252757335828,Weak Match
Crisis_textbox,"Crisis Intervention/Support, explain",-0.0031695806243894897,Uncertain
Otherinfo_textbox,"Other Information/ Updates such as hospitalizations, significant change in symptoms, functioning, supports, custody, educational or vocational situations",-0.018762840825232302,Uncertain
PresentingProblem_textbox,Presenting Problem (please click to complete),0.023638474526990128,Uncertain
IntegratedSummary_textbox,Integrated Summary (please click to complete),-0.007908719540983464,Uncertain
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.19569478427555034,Uncertain
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.21383973451185248,Weak Match
Identify,"Identify Specific Changes in Problems, Symptoms, or Functioning",0.7669520683996441,Exact Match
Daily,"Daily Summary (include Life Changes, Interventions and Progress):",0.6539923760279943,Exact Match
servicetext,,0.08483651550000496,Uncertain
participantstext,,0.13125673914526453,Uncertain
content_text,,0.08040695175169442,Uncertain
response_text,,0.11224399366841716,Uncertain
narrative,Narrative,0.4179504607687354,Weak Match
subjective,סובייקטיבי,0.12936694686801986,Uncertain
objective,אובייקטיבי,-0.04956793808709704,Uncertain
current_report,Current Report of Functioning or Life Changes:,0.7207211715667831,Exact Match
appearance_other,"If other general appearance, please describe:",0.7415526633635227,Exact Match
mood_other,"If other mood, please describe:",0.7168442738377256,Exact Match
affect_other,"If other affect, please describe:",0.6205520065719056,Exact Match
observations,Observations,0.4937421132846334,Weak Match
interventions_other,"If other interventions needed, please explain:",0.5659737136634788,Weak Match
progress_other,"If other progress and/or response to interventions, please explain:",0.6047068592744261,Exact Match
safety_details,Safety Plan Response/Details:,0.7285769321483354,Exact Match
current_report,Current Report of Functioning or Life Changes:,0.7207211715667831,Exact Match
appearance_other,"If other appearance, please describe:",0.771399182676946,Exact Match
mood_other,"If other mood, please describe:",0.7168442738377256,Exact Match
affect_other,"If other affect, please describe:",0.6205520065719056,Exact Match
observations,Observations,0.4937421132846334,Weak Match
safety_details,Safety Plan Response/Details:,0.7285769321483354,Exact Match
presenting_problems,"Presenting Problem(s), as Indicated by Client/Family:",0.6396604307698782,Exact Match
if_otherappearance,"If ""Other"", please describe:",-0.06774447209894602,Uncertain
if_othermood,"If ""Other"", please describe:",0.02139670897889176,Uncertain
if_otheraffect,"If ""Other"", please describe:",0.19670570180666985,Uncertain
observations,Observations,0.4937421132846334,Weak Match
summary_response,Summary/Response of Intervention/Services,0.20438316129575596,Weak Match
safety_plan,Safety Plan Response/Details:,0.469729250785439,Weak Match
current_report,Current Report of Functioning or Life Changes:,0.7207211715667831,Exact Match
appearance_other,"If other appearance, please describe:",0.771399182676946,Exact Match
mood_other,"If other mood, please describe:",0.7168442738377256,Exact Match
affect_other,"If other affect, please describe:",0.6205520065719056,Exact Match
observations,Observations,0.4937421132846334,Weak Match
other_ebp,Other EBP:,0.7157003522171188,Exact Match
safety_details,Safety Plan Response/Details:,0.7285769321483354,Exact Match
main_question_concern,Main Question/Concern for Today:,0.5662727713627429,Weak Match
lab_results,Lab Results/Collateral Information/Records Review:,0.32497342155518844,Weak Match
medication_side_effects,Medication Side Effects:,0.6996843864282146,Exact Match
updated_history,Updated Medical/Family/Social History:,0.872816208373384,Exact Match
plan_recommendations,Plan/Recommendations:,0.6260401001814938,Exact Match
psychoeducation_counseling,PsychoEducation/Counseling :,0.703196084723211,Exact Match
FacetoFace_textbox,,-0.2003270329308563,Partial Contradiction
Functioning_textbox,,-0.057270055957091476,Uncertain
Interventions_textbox,,-0.18589909678867858,Partial Contradiction
Response_textbox,,-0.0529926053202382,Uncertain
Plan_textbox,,-0.17623520599786652,Partial Contradiction
goal,Goal for this Services:,0.47412595613736963,Weak Match
narrative,Narrative:,0.45308946454973437,Weak Match
goal,"Goal for This Service: Indicate a specific, observable and/or measurable goal(s) related to the client’s mental health needs.",0.35691985747496874,Weak Match
narrative,"SESSION NARRATIVE: Indicate medically necessary service(s) provided. If client/collateral present, also indicate participant(s) response to service(s).",0.45264960266012444,Weak Match
goal,Goal for this Service:,0.4822487185250739,Weak Match
response,Response:,0.45254557897455244,Weak Match
riskofharm_notes,Explain (Risk of Harm),0.35354178013967696,Weak Match
documentation,Data,0.4537631720814552,Weak Match
stages_of_change,Stages of Change,0.6254641764897896,Exact Match
suggestions,Suggestions & Recommendations,0.5536557549787424,Weak Match
goals,Goal(s),0.6027770260305927,Exact Match
interventions_response,Interventions & Response,0.35295102072127904,Weak Match
risks,Risk(s) Identified,0.5027416528955951,Weak Match
response,Client's/Other's response and insights to provider's intervention and recommendations,0.6032256066380627,Exact Match
narrative,Narrative,0.4179504607687354,Weak Match
narrative,Narrative,0.4179504607687354,Weak Match
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.19569478427555034,Uncertain
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.21383973451185248,Weak Match
service,Service,0.5697627325791738,Weak Match
coordinated_services,Waiver and Non-Waiver Services: List of waiver and non-waiver services reviewed and coordinated in this session.,0.1893808038418511,Uncertain
satisfaction,Satisfaction: A client quote or other indicator of the client or guardian's report of satisfaction or dissatisfaction with the services coordinated during this session.,0.3540869284166967,Weak Match
psych_chief_complaint,Today's Chief Complaint/Reason for Visit,0.19401153320591025,Uncertain
psych_side_effects,Side Effects - Specify,-0.03719513804906491,Uncertain
psych_illness,General History of Present Illness - Narrative,-0.2255798078161352,Partial Contradiction
psych_review_systems_comments,Review of Systems & Active Medical Problems- Comments,0.021748458740567106,Uncertain
psych_medical_history,Past Psychiatric/Medical History including Past Medication Trials,0.608034335461305,Exact Match
psych_family_history,Family History,0.03650065456301769,Uncertain
psych_social_history,Social History,-0.005210308143284251,Uncertain
psych_substance_use_history,Substance Use History,-0.01917635080357444,Uncertain
psych_mental_status_comments,"Mental status exam additional comments, Descriptions",0.042882505145632153,Uncertain
psych_plan,Plan,-0.03292665728015151,Uncertain
psych_medication_information_education,Medication Information and Education,-0.024969711414166422,Uncertain
psych_psychosocial_environmental_other_factors,"Psychosocial, Environmental, and Other Factors - Comments",0.38632048868625884,Weak Match
purpose_text,,0.044526931057365084,Uncertain
activity_text,,0.060415094734104925,Uncertain
response_text,,0.11224399366841716,Uncertain
overall_outcome_text,,-0.11924152921731743,Uncertain
skills_text,"Reason for visit, what skills, tools, and techniques were reviewed with the client and how do those relate to the client's treatment goal? *",-0.1326328862166244,Uncertain
quote_text,"Using a client quote,what was the client's response to today's session *",0.2587655062888935,Weak Match
progress_text,What is the provider's perspective on the client's progress and engagement in this session? *,-0.1226357357678581,Uncertain
act_progress,"Movement toward treatment plan objectives by (include Individual's perception of services, supports and/or treatment and progress toward goals)",0.28713187129740186,Weak Match
act_staff_intervention,"Staff intervention (i.e. modality, EBP, assignment of homework, etc.)",0.2582871214706488,Weak Match
act_individual_response,Individual's Response to Intervention,0.4111870357488668,Weak Match
individual_response,Individual's Response to Intervention,0.7646419752228051,Exact Match
problem_text,Problem,0.11534660762238011,Uncertain
intervention_text,Intervention,0.10011331568965061,Uncertain
evaluation_text,Evaluation,0.107711674280375,Uncertain
Description,Description of Crisis,0.6076878349700501,Exact Match
Client_Coping,Client's Coping Skills Used to Reduce Crisis,0.670795594509446,Exact Match
Community,Community Resources Used/Accessed,0.3165655741031044,Weak Match
goals,Goals Addressed,0.28118762800623726,Weak Match
response,Participation/Response,0.42570897009111003,Weak Match
observation,Staff Observations and Assessment,0.4520905297162464,Weak Match
response,Client Response,0.4750499871861188,Weak Match
treatment_provided,Treatment provided (Document treatment and client outcome during session):,0.8254844750633297,Exact Match
treatment_goals,Progress toward Treatment Goals (Document progress toward this treatment goal):,0.45066437177402907,Weak Match
suicidal_ideation_text,,-0.19684471921546345,Partial Contradiction
homicidal_ideation_text,,-0.20475756329363282,Partial Contradiction
community_resources,Referral to Community Resources:,0.5461057161690182,Weak Match
contact_with_caregiver,Contact with Caregiver:,0.8080746684600628,Exact Match
coordination_of_services_text,,-0.08728993867072705,Uncertain
details_of_contact,Details of Contact,0.6883664818027478,Exact Match
specific_interventions,"Specific interventions provided by clinician and targeted actions taken, based on curriculum used, to educate or practice skills to support the consumer toward achieving the identified service plan goal/objective focused on during the session.",0.7232956660077349,Exact Match
member,"Member (and family, when applicable) response to the session or intervention (what did the member do in session?):",0.4223153367739049,Weak Match
needs,"Any new needs, goals, and/or objectives identified during session or service:",0.3494069089123199,Weak Match
any_new_needs,"Any new needs, goals, or objectives identified during services:",0.8575855401268536,Exact Match
progress_barriers,Progress or Barriers made towards goals and/or objectives:,0.11599986101905037,Uncertain
specific_activites,"Specific activities performed by Case Manager on behalf of the client/family AND client (and family, when applicable) response to the services (What client did and said during session)",0.7058943602677544,Exact Match
specific_interventions,"Specific interventions provided by clinician and targeted actions taken, based on curriculum used, to educate or practice skills to support the consumer toward achieving the identified service plan goal/objective focused on during the session.",0.7232956660077349,Exact Match
progress_barriers,"Progress, or barriers to progress, made in treatment as it relates to the goals and/or objectives, as evidenced by:",0.30923011893786967,Weak Match
any_new_needs,"Any new needs, goals, and/or objectives identified during session or service:",0.8827320154059229,Exact Match
specific_interventions,"Specific interventions provided by peer and targeted actions taken to support, assist, model, or mentor the consumer toward achieving the identified service plan goal/objective focused on during the session",0.7269395361772886,Exact Match
progress_barriers,"Progress, or barriers to progress, made in treatment as it relates to the goals and/or objectives, as evidenced by:",0.30923011893786967,Weak Match
any_new_needs,"Any new needs, goals, and/or objectives identified during session or service:",0.8827320154059229,Exact Match
act_intervention,Content / Intervention and Progress,0.03069976918547792,Uncertain
cm_intervention,Content / Intervention and Progress,0.09719507951978844,Uncertain
group_response,Response to Group,0.5009040630144123,Weak Match
progress_intervention,Content / Intervention and Progress,0.1557397909666338,Uncertain
summary_of_treatment_goals,Summary of treatment goals / objectives / interventions addressed with this contact,0.7947179064136868,Exact Match
interventions_methods,Intervention(s) / Method(s) Details,0.36184904980752447,Weak Match
response_progress,Response to Intervention / Progress Toward Outcomes and Objectives,0.25613839274512634,Weak Match
summary_of_treatment,Summary of treatment / goals / objectives / interventions addressed with this visit,0.74715806720709,Exact Match
action_plan,Action Plan - 1,0.5360028020360607,Weak Match
intervention_text,Intervention:,0.17901342908786236,Uncertain
response_text,Response:,0.220799646603901,Weak Match
progress_text,Progress:,0.3273369010360097,Weak Match
additional,Additional Details about Contact:,0.6804557931781966,Exact Match
field_notes,"Field Notes (Client Concerns, Provider Intervention, Response):",0.5392493159248404,Weak Match
new_interventions,The following new Interventions will be implemented: (when there are new interventions):,0.6114289988098397,Exact Match
brief_narrative,Brief Narrative:,0.5790581169374983,Weak Match
collateral_contacttb,Collateral Contact,0.05170573103897122,Uncertain
GoalTB,Client Goal Addressed,0.01463054135946485,Uncertain
InterventionTB,Staff Intervention,0.24201266727601614,Weak Match
ResponseTB,Client Response to Intervention,0.30570686527499896,Weak Match
PlanTB,Plan (What are the next Steps):,0.06612203362524022,Uncertain
GoalTB,Client Goal Addressed,0.01463054135946485,Uncertain
InterventionTB,Staff Intervention,0.24201266727601614,Weak Match
ResponseTB,Client Response to Intervention,0.30570686527499896,Weak Match
PlanTB,Plan (What are the next Steps):,0.06612203362524022,Uncertain
GoalTB,Client Goal Addressed (FACE TO FACE ONLY),0.06473017545994217,Uncertain
InterventionTB,Staff Intervention (FACE TO FACE ONLY),0.37481138492500576,Weak Match
ResponseTB,Client Response to Intervention (FACE TO FACE ONLY),0.36632804398311,Weak Match
PlanTB,Plan (What are the next Steps):,0.06612203362524022,Uncertain
GoalTB,Client Goal Addressed,0.01463054135946485,Uncertain
InterventionTB,Staff Intervention,0.24201266727601614,Weak Match
ResponseTB,Client Response to Intervention,0.30570686527499896,Weak Match
PlanTB,Plan (What are the next Steps):,0.06612203362524022,Uncertain
others_presenttxt,,-0.060172904977861305,Uncertain
additional_comments,Additional Comments:,0.8495605128535634,Exact Match
add_commentstwo,Additional Comments:,0.5004582330135787,Weak Match
add_commsthree,Additional Comments:,0.1996294130112697,Uncertain
progclient_response,Progress/Client Response to Intervention:,0.29353360496657754,Weak Match
desc_activitytxt,Describe Specific Activity,-0.08209940623717288,Uncertain
relevant_info,Relevant New Information Provided About the Individual Since Last Contact (How did strategies work from the previous visit?) Joint Plan for Today's Visit,0.7157663127396006,Exact Match
intervention_comments,Intervention Comments. What was observed/practiced today?,0.5502135801769625,Weak Match
indiv_response,Individual Response to Interventions/Techniques Used. Routine Caregiver's Reflection to Intervention/Techniques Used.,0.29719442180047784,Weak Match
strengths,"Strengths, Needs, Areas of Growth and/or Feedback Provided to Routine Caregiver.",-0.01925446307658571,Uncertain
desc_progress,Describe Progress or Lack of Progress,0.4573948841465752,Weak Match
follow_up,Follow Up Plan,0.7018169649772789,Exact Match
response_interactions, Response/Interactions (includes therapist's interactions),0.25572961873125694,Weak Match
additional_comments_oberservations,Additional Comments/Observations,0.8169471511372078,Exact Match
response_intervention,Response/Interactions,0.016770256357287912,Uncertain
comments_oberservations,Additional Comments/Observations,0.668595382630767,Exact Match
description_text,,0.10636446987702217,Uncertain
recommendations_text,,-0.10546568204518517,Uncertain
followup_text,,0.1085946259380075,Uncertain
narrative,סיכום פגישה,0.09341441547071654,Uncertain
situation,Situation,0.41653132392444275,Weak Match
response,Client Response,0.4750502354389857,Weak Match
narrative_text,Narrative,0.2127339036840279,Weak Match
narrative,Activity Narrative,0.15989764371930756,Uncertain
next_appointment,Next Appointment,0.7791360053931464,Exact Match
notes_tb,Notes,0.01426547990881063,Uncertain
summary_textbox,SOAP Note,-0.06048720354045974,Uncertain
summary_textbox,,-0.08153609917523091,Uncertain
problems_textbox,,-0.10526529694317785,Uncertain
event_text,,-0.044180889910832286,Uncertain
intervention_text, ,-0.15477617923483977,Partial Contradiction
hide_PLAN_header, ,-0.26823389799634034,Strong Contradiction
hide_TREATMENT_header, ,-0.2292528425268755,Partial Contradiction
hide_ASSESSMENT_header, ,-0.22194305145013368,Partial Contradiction
reason,Reason for Contact *,0.3755711079658033,Weak Match
description,Description of Service,0.5731488284996257,Weak Match
situation,Situation,0.4165320163845246,Weak Match
response,Client Response,0.47505084404383324,Weak Match
response,Client Response to Intervention,0.5065671880775352,Weak Match
response,Client Response to Intervention,0.5065671880775352,Weak Match
therapeutic_intervnetions,Therapeutic Interventions Addressed from ISP,0.3689846248492535,Weak Match
response,Response to,0.4435884885589695,Weak Match
individual_client_information,Individual Client Information,0.7913160320330942,Exact Match
new_issues,New Issue(s) Presented Today,0.6790033113873235,Exact Match
attended_text,Who attended this session?,0.08917478514367416,Uncertain
concerns_text,,0.00046432241048419143,Uncertain
response,Consumer's response to the session:,0.6183105766563739,Exact Match
barriers,Barriers to Discharge,0.5976021045074834,Weak Match
family,Have any family or other support sessions been conducted or scheduled? Why or why not?,0.27409987634635047,Weak Match
frequency_text,"If yes, please note the change in frequency of services and the reason for the change.",0.13038582911192864,Uncertain
levelofcare_text,"If yes, please note the change in the Level of Care and the reason for the change.",0.14184776612628086,Uncertain
concerns_text,,0.00046432241048419143,Uncertain
response,Consumer's response to the session:,0.6183105766563739,Exact Match
barriers,Barriers to Discharge,0.5976021045074834,Weak Match
family,Have any family or other support sessions been conducted or scheduled? Why or why not?,0.27409987634635047,Weak Match
frequency_text,"If yes, please note the change in frequency of services and the reason for the change.",0.13038582911192864,Uncertain
levelofcare_text,"If yes, please note the change in the Level of Care and the reason for the change.",0.14184776612628086,Uncertain
intervention_summary,"What client said, intervention, and summary of session:",-0.2069527376076955,Partial Contradiction
response_intervention,Client response to intervention:,0.3413793052230143,Weak Match
assigned_homework,"Assigned homework, action steps, or comments on plan:",0.43715776415330215,Weak Match
problem,Problem,0.7408671418801677,Exact Match
goal_short_term_long_term,Goal (short/long term),0.8607259084724698,Exact Match
0bjective_steps_to_goal,Objective (steps to goal),0.10478891803895506,Uncertain
intervention_modality,Intervention/Modality,0.4794091709432365,Weak Match
response,Response,0.43373155526492135,Weak Match
response,Response,0.43373219614812986,Weak Match
identifying_data,Identifying Data,0.8002210174974714,Exact Match
hpi,History Of Present Illness,-0.08168853795624,Uncertain
past_psychiatric_history,Past Psychiatric History,0.7062062810744237,Exact Match
family_psychiatric_history,Family Psychiatric History,0.5986154050189717,Weak Match
medical_surgical_history,Medical/Surgical History,0.682171400857727,Exact Match
substance_use_history,Substance Use History,0.538290882372907,Weak Match
psychosocial_legal_history,Psychosocial/Legal History,0.746208367229389,Exact Match
birth_development_milestones,Birth and Development Milestones,0.786676905692206,Exact Match
mental_exam_exam,Mental Status Examination,-0.1086423444581199,Uncertain
treatment_recommendations,Treatment Recommendations,0.6656741491350194,Exact Match
narrative,סיכום פגישה,0.09341426681242719,Uncertain
dap_data_text,Data,0.042272413893109345,Uncertain
dap_assessment_text,Assessment,0.029047410322213446,Uncertain
dap_plan_text,Plan,0.019718885225566182,Uncertain
narrative,Narrative,0.4179496460390936,Weak Match
response_outcome,Response/Outcome*,0.5177984304997632,Weak Match
parties_txt,,-0.1790920307350716,Partial Contradiction
info_txt,,-0.08082005504442244,Uncertain
mental_status,Mental Status,0.6054474557326326,Exact Match
presenting_issues,"Today's Presenting Issues, Interventions Provided, Response to Intervention",0.5863950509264686,Weak Match
con_sat_text,,0.006252881980475836,Uncertain
focus_text,,-0.10103283751267572,Uncertain
factors_text,Precipitating Factors,0.003559833045399172,Uncertain
maladaptive_text,,-0.10680805536200116,Uncertain
session_text,,-0.05229155331891261,Uncertain
additional_text,,0.19173732514372852,Uncertain
spoke_to,Spoke To,0.8249592342341031,Exact Match
call_information,Call Information,0.5961036459674445,Weak Match
intervention_text,Therapeutic Intervention Provided,0.030644695804633897,Uncertain
response_text,Client Response to Intervention/Progress Towards Goals and Objectives,0.10719084267538732,Uncertain
note_text,Note,0.1944196128753258,Uncertain
narrative,סיכום שיחה קצרה,0.08260711794977614,Uncertain
purpose,PURPOSE,0.5570935024036876,Weak Match
