field_key,field_title,validity_stats,token_valid_ratio,char_valid_ratio,valid_tokens,invalid_tokens,tokens,token_validity_ratio_label,camel_case_flag,snake_case_flag,clean_word_flag,missing_field_title
Narrativetxt,,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['narrativetxt'], 'tokens': ['narrativetxt']}",0.0,0.0,[],['narrativetxt'],['narrativetxt'],INVALID,False,False,False,True
Follow_Uptxt,,"{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.5455, 'valid_tokens': ['follow'], 'invalid_tokens': ['uptxt'], 'tokens': ['follow', 'uptxt']}",0.5,0.5455,['follow'],['uptxt'],"['follow', 'uptxt']",INVALID,False,True,False,True
desc_distresstxt,,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['desc', 'distresstxt'], 'tokens': ['desc', 'distresstxt']}",0.0,0.0,[],"['desc', 'distresstxt']","['desc', 'distresstxt']",INVALID,False,True,False,True
w_triggerstxt,,"{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.0833, 'valid_tokens': ['w'], 'invalid_tokens': ['triggerstxt'], 'tokens': ['w', 'triggerstxt']}",0.5,0.0833,['w'],['triggerstxt'],"['w', 'triggerstxt']",INVALID,False,True,False,True
plantxt,,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['plantxt'], 'tokens': ['plantxt']}",0.0,0.0,[],['plantxt'],['plantxt'],INVALID,False,False,False,True
psych_chief_complaint,Chief Complaint,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'chief', 'complaint'], 'invalid_tokens': [], 'tokens': ['psych', 'chief', 'complaint']}",1.0,1.0,"['psych', 'chief', 'complaint']",[],"['psych', 'chief', 'complaint']",VALID,False,True,False,False
psych_interval_history,Interval History,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'interval', 'history'], 'invalid_tokens': [], 'tokens': ['psych', 'interval', 'history']}",1.0,1.0,"['psych', 'interval', 'history']",[],"['psych', 'interval', 'history']",VALID,False,True,False,False
psych_review_systems,Review of Systems,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'review', 'systems'], 'invalid_tokens': [], 'tokens': ['psych', 'review', 'systems']}",1.0,1.0,"['psych', 'review', 'systems']",[],"['psych', 'review', 'systems']",VALID,False,True,False,False
psych_plan_smoking,Plan/Education provided towards smoking cessation:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'plan', 'smoking'], 'invalid_tokens': [], 'tokens': ['psych', 'plan', 'smoking']}",1.0,1.0,"['psych', 'plan', 'smoking']",[],"['psych', 'plan', 'smoking']",VALID,False,True,False,False
psych_substance_abuse,Substance Use/Abuse/Addictive Behaviors,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'substance', 'abuse'], 'invalid_tokens': [], 'tokens': ['psych', 'substance', 'abuse']}",1.0,1.0,"['psych', 'substance', 'abuse']",[],"['psych', 'substance', 'abuse']",VALID,False,True,False,False
psych_mental_status,Mental Status Exam,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'mental', 'status'], 'invalid_tokens': [], 'tokens': ['psych', 'mental', 'status']}",1.0,1.0,"['psych', 'mental', 'status']",[],"['psych', 'mental', 'status']",VALID,False,True,False,False
psych_medical_assessment,Medical Decision Making/Assessment Plan,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'medical', 'assessment'], 'invalid_tokens': [], 'tokens': ['psych', 'medical', 'assessment']}",1.0,1.0,"['psych', 'medical', 'assessment']",[],"['psych', 'medical', 'assessment']",VALID,False,True,False,False
psych_counseling_comments,Counseling Done Comments:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'counseling', 'comments'], 'invalid_tokens': [], 'tokens': ['psych', 'counseling', 'comments']}",1.0,1.0,"['psych', 'counseling', 'comments']",[],"['psych', 'counseling', 'comments']",VALID,False,True,False,False
psych_care_coordination,Coordination of Care Comments:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'care', 'coordination'], 'invalid_tokens': [], 'tokens': ['psych', 'care', 'coordination']}",1.0,1.0,"['psych', 'care', 'coordination']",[],"['psych', 'care', 'coordination']",VALID,False,True,False,False
psych_other_factors,"Are there other factors affecting Medical Decision Making (comorbidities, complications, worsening conditions, etc)?","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'other', 'factors'], 'invalid_tokens': [], 'tokens': ['psych', 'other', 'factors']}",1.0,1.0,"['psych', 'other', 'factors']",[],"['psych', 'other', 'factors']",VALID,False,True,False,False
psych_goals_next,Are there any goals for the next session?,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', 'goals', 'next'], 'invalid_tokens': [], 'tokens': ['psych', 'goals', 'next']}",1.0,1.0,"['psych', 'goals', 'next']",[],"['psych', 'goals', 'next']",VALID,False,True,False,False
key_moments,Key Moments,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['key', 'moments'], 'invalid_tokens': [], 'tokens': ['key', 'moments']}",1.0,1.0,"['key', 'moments']",[],"['key', 'moments']",VALID,False,True,False,False
psych_1,Presenting Concerns (Chief Complaint & Additional Concerns):,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '1'], 'invalid_tokens': [], 'tokens': ['psych', '1']}",1.0,1.0,"['psych', '1']",[],"['psych', '1']",VALID,False,True,False,False
psych_2,Symptom History:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '2'], 'invalid_tokens': [], 'tokens': ['psych', '2']}",1.0,1.0,"['psych', '2']",[],"['psych', '2']",VALID,False,True,False,False
psych_3,Family/Caregiver Observations:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '3'], 'invalid_tokens': [], 'tokens': ['psych', '3']}",1.0,1.0,"['psych', '3']",[],"['psych', '3']",VALID,False,True,False,False
psych_4,Appearance and Behavior:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '4'], 'invalid_tokens': [], 'tokens': ['psych', '4']}",1.0,1.0,"['psych', '4']",[],"['psych', '4']",VALID,False,True,False,False
psych_5,Mood and Affect:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '5'], 'invalid_tokens': [], 'tokens': ['psych', '5']}",1.0,1.0,"['psych', '5']",[],"['psych', '5']",VALID,False,True,False,False
psych_6,Speech and Thought Process:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '6'], 'invalid_tokens': [], 'tokens': ['psych', '6']}",1.0,1.0,"['psych', '6']",[],"['psych', '6']",VALID,False,True,False,False
psych_7,Additional Observations:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '7'], 'invalid_tokens': [], 'tokens': ['psych', '7']}",1.0,1.0,"['psych', '7']",[],"['psych', '7']",VALID,False,True,False,False
psych_8,Diagnosis:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '8'], 'invalid_tokens': [], 'tokens': ['psych', '8']}",1.0,1.0,"['psych', '8']",[],"['psych', '8']",VALID,False,True,False,False
psych_9,Clinical Impression:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '9'], 'invalid_tokens': [], 'tokens': ['psych', '9']}",1.0,1.0,"['psych', '9']",[],"['psych', '9']",VALID,False,True,False,False
psych_10,Progress:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '10'], 'invalid_tokens': [], 'tokens': ['psych', '10']}",1.0,1.0,"['psych', '10']",[],"['psych', '10']",VALID,False,True,False,False
psych_11,Medication Management:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '11'], 'invalid_tokens': [], 'tokens': ['psych', '11']}",1.0,1.0,"['psych', '11']",[],"['psych', '11']",VALID,False,True,False,False
psych_12,Therapeutic Interventions:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '12'], 'invalid_tokens': [], 'tokens': ['psych', '12']}",1.0,1.0,"['psych', '12']",[],"['psych', '12']",VALID,False,True,False,False
psych_13,Behavioral Recommendations:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '13'], 'invalid_tokens': [], 'tokens': ['psych', '13']}",1.0,1.0,"['psych', '13']",[],"['psych', '13']",VALID,False,True,False,False
psych_14,Follow-Up:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '14'], 'invalid_tokens': [], 'tokens': ['psych', '14']}",1.0,1.0,"['psych', '14']",[],"['psych', '14']",VALID,False,True,False,False
psych_15,Caregiver Education:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '15'], 'invalid_tokens': [], 'tokens': ['psych', '15']}",1.0,1.0,"['psych', '15']",[],"['psych', '15']",VALID,False,True,False,False
psych_16,Client Engagement:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '16'], 'invalid_tokens': [], 'tokens': ['psych', '16']}",1.0,1.0,"['psych', '16']",[],"['psych', '16']",VALID,False,True,False,False
psych_17,Clinical Data (lab orders/results/AIMS/ phone calls/scores from rating scales):,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['psych', '17'], 'invalid_tokens': [], 'tokens': ['psych', '17']}",1.0,1.0,"['psych', '17']",[],"['psych', '17']",VALID,False,True,False,False
steps,What steps and assignments need to be taken to prepare for discharge?,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['steps'], 'invalid_tokens': [], 'tokens': ['steps']}",1.0,1.0,['steps'],[],['steps'],VALID,False,False,False,False
home,Progress in the Home,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['home'], 'invalid_tokens': [], 'tokens': ['home']}",1.0,1.0,['home'],[],['home'],VALID,False,False,False,False
needs,Needs,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['needs'], 'invalid_tokens': [], 'tokens': ['needs']}",1.0,1.0,['needs'],[],['needs'],VALID,False,False,False,False
outcomes,Describe Outcomes,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['outcomes'], 'invalid_tokens': [], 'tokens': ['outcomes']}",1.0,1.0,['outcomes'],[],['outcomes'],VALID,False,False,False,False
intervention_activity,Intervention Activity,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'activity'], 'invalid_tokens': [], 'tokens': ['intervention', 'activity']}",1.0,1.0,"['intervention', 'activity']",[],"['intervention', 'activity']",VALID,False,True,False,False
effectiveness_outcome,Intervention Effectiveness / Outcome,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['effectiveness', 'outcome'], 'invalid_tokens': [], 'tokens': ['effectiveness', 'outcome']}",1.0,1.0,"['effectiveness', 'outcome']",[],"['effectiveness', 'outcome']",VALID,False,True,False,False
information,Session Information,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['information'], 'invalid_tokens': [], 'tokens': ['information']}",1.0,1.0,['information'],[],['information'],VALID,False,False,False,False
describe_services,"Describe current service(s), how the service addressed the beneficiary's behavioral health need (e.g., symptom, condition, diagnosis, and/or risk factors).","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['describe', 'services'], 'invalid_tokens': [], 'tokens': ['describe', 'services']}",1.0,1.0,"['describe', 'services']",[],"['describe', 'services']",VALID,False,True,False,False
goal,Goal,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['goal'], 'invalid_tokens': [], 'tokens': ['goal']}",1.0,1.0,['goal'],[],['goal'],VALID,False,False,False,False
transition_plan,Transition Plan,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['transition', 'plan'], 'invalid_tokens': [], 'tokens': ['transition', 'plan']}",1.0,1.0,"['transition', 'plan']",[],"['transition', 'plan']",VALID,False,True,False,False
purpose,Purpose/Present,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['purpose'], 'invalid_tokens': [], 'tokens': ['purpose']}",1.0,1.0,['purpose'],[],['purpose'],VALID,False,False,False,False
response,Response,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response'], 'invalid_tokens': [], 'tokens': ['response']}",1.0,1.0,['response'],[],['response'],VALID,False,False,False,False
goal,Goal,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['goal'], 'invalid_tokens': [], 'tokens': ['goal']}",1.0,1.0,['goal'],[],['goal'],VALID,False,False,False,False
interventions_plan,Planned Interventions,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['interventions', 'plan'], 'invalid_tokens': [], 'tokens': ['interventions', 'plan']}",1.0,1.0,"['interventions', 'plan']",[],"['interventions', 'plan']",VALID,False,True,False,False
transition_plan,Transition Plan,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['transition', 'plan'], 'invalid_tokens': [], 'tokens': ['transition', 'plan']}",1.0,1.0,"['transition', 'plan']",[],"['transition', 'plan']",VALID,False,True,False,False
information,Session Information,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['information'], 'invalid_tokens': [], 'tokens': ['information']}",1.0,1.0,['information'],[],['information'],VALID,False,False,False,False
purpose,Purpose/Problem,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['purpose'], 'invalid_tokens': [], 'tokens': ['purpose']}",1.0,1.0,['purpose'],[],['purpose'],VALID,False,False,False,False
goals,Goals/Actions,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['goals'], 'invalid_tokens': [], 'tokens': ['goals']}",1.0,1.0,['goals'],[],['goals'],VALID,False,False,False,False
intervention_course,Interventions and Course of Treatment/Action,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'course'], 'invalid_tokens': [], 'tokens': ['intervention', 'course']}",1.0,1.0,"['intervention', 'course']",[],"['intervention', 'course']",VALID,False,True,False,False
problem,Problem Statement:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['problem'], 'invalid_tokens': [], 'tokens': ['problem']}",1.0,1.0,['problem'],[],['problem'],VALID,False,False,False,False
problem,Problem Statement,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['problem'], 'invalid_tokens': [], 'tokens': ['problem']}",1.0,1.0,['problem'],[],['problem'],VALID,False,False,False,False
problem_statement,Problem Statement,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['problem', 'statement'], 'invalid_tokens': [], 'tokens': ['problem', 'statement']}",1.0,1.0,"['problem', 'statement']",[],"['problem', 'statement']",VALID,False,True,False,False
client_response,Client Response,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['client', 'response'], 'invalid_tokens': [], 'tokens': ['client', 'response']}",1.0,1.0,"['client', 'response']",[],"['client', 'response']",VALID,False,True,False,False
intervention_text,Intervention (Interaction that occurred during service delivery and how it relates to plan of care),"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'text'], 'invalid_tokens': [], 'tokens': ['intervention', 'text']}",1.0,1.0,"['intervention', 'text']",[],"['intervention', 'text']",VALID,False,True,False,False
response_text,Response to today's intervention / changes in condition,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response', 'text'], 'invalid_tokens': [], 'tokens': ['response', 'text']}",1.0,1.0,"['response', 'text']",[],"['response', 'text']",VALID,False,True,False,False
progress_text,Explain your progress rating,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'text'], 'invalid_tokens': [], 'tokens': ['progress', 'text']}",1.0,1.0,"['progress', 'text']",[],"['progress', 'text']",VALID,False,True,False,False
intervention_text,Describe interaction that occurred during service delivery and how it relates to plan of care,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'text'], 'invalid_tokens': [], 'tokens': ['intervention', 'text']}",1.0,1.0,"['intervention', 'text']",[],"['intervention', 'text']",VALID,False,True,False,False
response_text,Describe response to today's Intervention,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response', 'text'], 'invalid_tokens': [], 'tokens': ['response', 'text']}",1.0,1.0,"['response', 'text']",[],"['response', 'text']",VALID,False,True,False,False
progress_text,Explain your progress rating,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'text'], 'invalid_tokens': [], 'tokens': ['progress', 'text']}",1.0,1.0,"['progress', 'text']",[],"['progress', 'text']",VALID,False,True,False,False
intervention_text,Intervention (Interaction that occurred during service delivery and how it relates to plan of care),"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'text'], 'invalid_tokens': [], 'tokens': ['intervention', 'text']}",1.0,1.0,"['intervention', 'text']",[],"['intervention', 'text']",VALID,False,True,False,False
response_text,Response to today's intervention / changes in condition,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response', 'text'], 'invalid_tokens': [], 'tokens': ['response', 'text']}",1.0,1.0,"['response', 'text']",[],"['response', 'text']",VALID,False,True,False,False
progress_text,Explain your progress rating,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'text'], 'invalid_tokens': [], 'tokens': ['progress', 'text']}",1.0,1.0,"['progress', 'text']",[],"['progress', 'text']",VALID,False,True,False,False
briefdescriptiontb,Brief Description:,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['briefdescriptiontb'], 'tokens': ['briefdescriptiontb']}",0.0,0.0,[],['briefdescriptiontb'],['briefdescriptiontb'],INVALID,False,False,False,False
medicalconcernstb,Medical Concerns:,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['medicalconcernstb'], 'tokens': ['medicalconcernstb']}",0.0,0.0,[],['medicalconcernstb'],['medicalconcernstb'],INVALID,False,False,False,False
behaviorstb,Behaviors:,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['behaviorstb'], 'tokens': ['behaviorstb']}",0.0,0.0,[],['behaviorstb'],['behaviorstb'],INVALID,False,False,False,False
housetb,House,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['housetb'], 'tokens': ['housetb']}",0.0,0.0,[],['housetb'],['housetb'],INVALID,False,False,False,False
ECSteamtb,ECS Team,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['ecsteamtb'], 'tokens': ['ecsteamtb']}",0.0,0.0,[],['ecsteamtb'],['ecsteamtb'],INVALID,False,False,False,False
familyguardiantb,Family/Guardian,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['familyguardiantb'], 'tokens': ['familyguardiantb']}",0.0,0.0,[],['familyguardiantb'],['familyguardiantb'],INVALID,False,False,False,False
psychiatristtb,Psychiatrist,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['psychiatristtb'], 'tokens': ['psychiatristtb']}",0.0,0.0,[],['psychiatristtb'],['psychiatristtb'],INVALID,False,False,False,False
currentcontext_text,"Client's current context, needs, and barriers:","{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.2222, 'valid_tokens': ['text'], 'invalid_tokens': ['currentcontext'], 'tokens': ['currentcontext', 'text']}",0.5,0.2222,['text'],['currentcontext'],"['currentcontext', 'text']",INVALID,False,True,False,False
summary_text,"Session summary, Care Navigator's actions to address barriers and next steps:","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['summary', 'text'], 'invalid_tokens': [], 'tokens': ['summary', 'text']}",1.0,1.0,"['summary', 'text']",[],"['summary', 'text']",VALID,False,True,False,False
Progresstextbox,Progress on employment/ education since last visit:,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['progresstextbox'], 'tokens': ['progresstextbox']}",0.0,0.0,[],['progresstextbox'],['progresstextbox'],INVALID,False,False,False,False
Interventionstextbox,"Interventions used and manner of delivery, including treatment goals from ISP (treatment plan) addressed:","{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['interventionstextbox'], 'tokens': ['interventionstextbox']}",0.0,0.0,[],['interventionstextbox'],['interventionstextbox'],INVALID,False,False,False,False
Responsetb,Client presentation and response to interventions (include direct client quotes):,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['responsetb'], 'tokens': ['responsetb']}",0.0,0.0,[],['responsetb'],['responsetb'],INVALID,False,False,False,False
Providertextbox,Provider/ Client plan of action (including plan for next session):,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['providertextbox'], 'tokens': ['providertextbox']}",0.0,0.0,[],['providertextbox'],['providertextbox'],INVALID,False,False,False,False
admissionsummarytext,Admission Summary:,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['admissionsummarytext'], 'tokens': ['admissionsummarytext']}",0.0,0.0,[],['admissionsummarytext'],['admissionsummarytext'],INVALID,False,False,False,False
additionalsessiontb,"Additional session/summary information (note ROIs signed, other people in the session, etc):","{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['additionalsessiontb'], 'tokens': ['additionalsessiontb']}",0.0,0.0,[],['additionalsessiontb'],['additionalsessiontb'],INVALID,False,False,False,False
objectivestb,Objectives that were addressed or need to be added to the Treatment Plan:,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['objectivestb'], 'tokens': ['objectivestb']}",0.0,0.0,[],['objectivestb'],['objectivestb'],INVALID,False,False,False,False
clientplantb,Client plan,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['clientplantb'], 'tokens': ['clientplantb']}",0.0,0.0,[],['clientplantb'],['clientplantb'],INVALID,False,False,False,False
providerplan,Provider plan of action (or future directions/next steps),"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['providerplan'], 'tokens': ['providerplan']}",0.0,0.0,[],['providerplan'],['providerplan'],INVALID,False,False,False,False
providerconsulted,(if applicable) Provider consulted with the following Care Team Members:,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['providerconsulted'], 'tokens': ['providerconsulted']}",0.0,0.0,[],['providerconsulted'],['providerconsulted'],INVALID,False,False,False,False
summary_text,Summary of Overall Progress:,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['summary', 'text'], 'invalid_tokens': [], 'tokens': ['summary', 'text']}",1.0,1.0,"['summary', 'text']",[],"['summary', 'text']",VALID,False,True,False,False
observations,"Observations: Symptoms, Thoughts, Mood, Appearance, Behaviors ","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['observations'], 'invalid_tokens': [], 'tokens': ['observations']}",1.0,1.0,['observations'],[],['observations'],VALID,False,False,False,False
response,"Consumer Response - Progress Towards Goals, Strengths Demonstrated ","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response'], 'invalid_tokens': [], 'tokens': ['response']}",1.0,1.0,['response'],[],['response'],VALID,False,False,False,False
substance,"Substance Use (status of use, substance(s) used, frequency, and comments)","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['substance'], 'invalid_tokens': [], 'tokens': ['substance']}",1.0,1.0,['substance'],[],['substance'],VALID,False,False,False,False
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['focus'], 'invalid_tokens': [], 'tokens': ['focus']}",1.0,1.0,['focus'],[],['focus'],VALID,False,False,False,False
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response'], 'invalid_tokens': [], 'tokens': ['response']}",1.0,1.0,['response'],[],['response'],VALID,False,False,False,False
barriers,Identify barriers to treatment and identify new needs (if any).,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['barriers'], 'invalid_tokens': [], 'tokens': ['barriers']}",1.0,1.0,['barriers'],[],['barriers'],VALID,False,False,False,False
previous_homework,Discuss/Review of previous homework if applicable.,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['previous', 'homework'], 'invalid_tokens': [], 'tokens': ['previous', 'homework']}",1.0,1.0,"['previous', 'homework']",[],"['previous', 'homework']",VALID,False,True,False,False
new_homework,"Assignment of new homework, if applicable.","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['new', 'homework'], 'invalid_tokens': [], 'tokens': ['new', 'homework']}",1.0,1.0,"['new', 'homework']",[],"['new', 'homework']",VALID,False,True,False,False
response,"List and/or Describe Material presented, Specific Techniques, and Parent or LAR Response","{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response'], 'invalid_tokens': [], 'tokens': ['response']}",1.0,1.0,['response'],[],['response'],VALID,False,False,False,False
stressors_text,,"{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.3077, 'valid_tokens': ['text'], 'invalid_tokens': ['stressors'], 'tokens': ['stressors', 'text']}",0.5,0.3077,['text'],['stressors'],"['stressors', 'text']",INVALID,False,True,False,True
help_text,,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['help', 'text'], 'invalid_tokens': [], 'tokens': ['help', 'text']}",1.0,1.0,"['help', 'text']",[],"['help', 'text']",VALID,False,True,False,True
intervention_text,,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'text'], 'invalid_tokens': [], 'tokens': ['intervention', 'text']}",1.0,1.0,"['intervention', 'text']",[],"['intervention', 'text']",VALID,False,True,False,True
