field_key,field_title,field_type,field_key_exists_in_library_flag,row_id,missing_field_title,token_valid_ratio,invalid_tokens,token_validity_ratio_label,containment_title,matched_tokens,key_tokens,title_tokens,containment_title_label,cosine_sim,cosine_verdict,nli_axis,nli_axis_label,len_ratio,facet_hard_mismatch,facet_partial_mismatch,facet_missing_context,facet_hidden_agent,facet_temporal_mismatch,facet_token_validity_issues,facet_title_missing,semantic_severity,structural_severity,final_severity,reasons
additionalinfo,Additional Information/Plan (if applicable),textarea,False,556,False,0.0,['additionalinfo'],INVALID,0.0,[],['additionalinfo'],"['information', 'applicable', 'plan', 'if', 'additional']",LOW,0.3273653984069824,LOW,0.7031952770533854,Exact Match,3.0,True,False,False,False,False,True,False,0.6091682026381103,0.0,0.1827504607914331,"hard_mismatch, token_validity_issues"
Chief_Comptxt,,textarea,False,566,True,0.5,['comptxt'],INVALID,0.0,[],"['comptxt', 'chief']",['nan'],LOW,0.22722595930099487,LOW,-0.09432866013004616,Uncertain,0.5,True,False,False,False,False,True,True,0.3398691897512846,0.0,0.10196075692538538,"hard_mismatch, token_validity_issues, title_missing"
Med_Rectxt,,textarea,False,568,True,0.5,['rectxt'],INVALID,0.0,[],"['me', 'rectxt']",['nan'],LOW,0.20267505943775177,LOW,-0.10022855341836012,Uncertain,0.5,True,False,False,False,False,True,True,0.33073395180581744,0.0,0.09922018554174523,"hard_mismatch, token_validity_issues, title_missing"
F_Historytxt,,textarea,False,570,True,0.5,['historytxt'],INVALID,0.0,[],"['historytxt', 'f']",['nan'],LOW,0.16717126965522766,LOW,-0.10453614094715336,Uncertain,0.5,True,False,False,False,False,True,True,0.3187905386124223,0.0,0.09563716158372669,"hard_mismatch, token_validity_issues, title_missing"
Assessment_Plantxt,,textarea,False,572,True,0.5,['plantxt'],INVALID,0.0,[],"['assessment', 'plantxt']",['nan'],LOW,0.010752743110060692,LOW,-0.1489778319295392,Uncertain,0.5,True,False,False,False,False,True,True,0.25853247335415647,0.0,0.07755974200624693,"hard_mismatch, token_validity_issues, title_missing"
current_issues,Current Issues Addressed:*,textarea,False,574,False,1.0,[],VALID,0.6667,"['current', 'issue']","['current', 'issue']","['current', 'issue', 'address']",PARTIAL,0.7454318404197693,MEDIUM,0.6601926457054089,Exact Match,1.5,False,False,False,False,False,False,False,0.7883573458375535,1.0,0.936507203751266,
observations,Observations Made of Individual:*,textarea,False,578,False,1.0,[],VALID,0.3333,['observation'],['observation'],"['observation', 'individual', 'make']",LOW,0.7408648729324341,MEDIUM,0.593466859917251,Weak Match,3.0,False,True,False,False,False,False,False,0.7336295198549055,1.0,0.9200888559564716,partial_mismatch
plan_treatment,Specific Plan for Ongoing Treatment or Follow up Needed,textarea,False,582,False,1.0,[],VALID,0.2857,"['plan', 'treatment']","['plan', 'treatment']","['specific', 'need', 'up', 'plan', 'follow', 'treatment', 'ongoing']",LOW,0.7669540643692017,MEDIUM,0.40081379008212364,Weak Match,3.0,False,True,False,False,False,False,False,0.6789003563353976,1.0,0.9036701069006192,partial_mismatch
activity_observations,Activity & Observations *,textarea,False,584,False,1.0,[],VALID,1.0,"['observation', 'activity']","['observation', 'activity']","['observation', 'activity']",HIGH,1.0,HIGH,0.40727845148753944,Weak Match,1.0,False,False,False,False,False,False,False,0.8221835354462618,1.0,0.9466550606338785,
riskassessment,Risk Assessment,textarea,False,593,False,0.0,['riskassessment'],INVALID,0.0,[],['riskassessment'],"['assessment', 'risk']",LOW,0.6790125966072083,MEDIUM,0.4374885866625125,Weak Match,2.0,False,True,False,False,False,True,False,0.6349503549809161,0.0,0.19048510649427483,"partial_mismatch, token_validity_issues"
location_text,Location*,textarea,False,597,False,1.0,[],VALID,1.0,['location'],"['location', 'text']",['location'],HIGH,0.5468002557754517,MEDIUM,0.2573395955642824,Weak Match,0.5,False,False,False,False,False,False,False,0.6412419554019201,1.0,0.892372586620576,
care_coordination_text,Care Coordination/Consultation,textarea,False,599,False,1.0,[],VALID,0.6667,"['coordination', 'care']","['coordination', 'text', 'care']","['coordination', 'consultation', 'care']",PARTIAL,0.6653731465339661,MEDIUM,0.004610473810025702,Uncertain,1.0,False,False,False,False,False,False,False,0.5676650861031975,1.0,0.8702995258309592,
session_notes_text,Session Notes*,textarea,False,601,False,1.0,[],VALID,1.0,"['session', 'note']","['text', 'session', 'note']","['session', 'note']",HIGH,0.8978235125541687,HIGH,0.2450578233128335,Weak Match,0.6666666666666666,False,False,False,False,False,False,False,0.7428644007601006,1.0,0.9228593202280302,
additional_information_text,,textarea,False,604,True,1.0,[],VALID,0.0,[],"['information', 'additional', 'text']",['nan'],LOW,0.09987609833478928,LOW,0.012318963209001124,Uncertain,0.3333333333333333,True,False,False,False,False,False,True,0.3336585184631371,0.0,0.10009755553894113,"hard_mismatch, title_missing"
progress_text,,textarea,False,606,True,1.0,[],VALID,0.0,[],"['progress', 'text']",['nan'],LOW,0.11425977200269699,LOW,-0.05561406600003648,Uncertain,0.5,True,False,False,False,False,False,True,0.31759371180079815,0.0,0.09527811354023945,"hard_mismatch, title_missing"
location_text,Location,textarea,False,613,False,1.0,[],VALID,1.0,['location'],"['location', 'text']",['location'],HIGH,0.5468002557754517,MEDIUM,0.1441492792545235,Uncertain,0.5,False,False,False,False,False,False,False,0.6072848605089926,1.0,0.8821854581526978,
session_text,Session Notes,textarea,False,616,False,1.0,[],VALID,0.5,['session'],"['session', 'text']","['session', 'note']",PARTIAL,0.7649182677268982,MEDIUM,-0.08814069025938956,Uncertain,1.0,False,False,False,False,False,False,False,0.5530332732402526,1.0,0.8659099819720757,
progress_text,Progress,textarea,False,618,False,1.0,[],VALID,1.0,['progress'],"['progress', 'text']",['progress'],HIGH,0.6597947478294373,MEDIUM,0.18327886722338374,Uncertain,0.5,False,False,False,False,False,False,False,0.6529220845158463,1.0,0.8958766253547539,
focus_text,Focus of Session*,textarea,False,624,False,1.0,[],VALID,0.5,['focus'],"['focus', 'text']","['focus', 'session']",PARTIAL,0.6071022152900696,MEDIUM,0.010023747132838592,Uncertain,1.0,False,False,False,False,True,False,False,0.5351377887268725,1.0,0.8605413366180616,temporal_mismatch
session_text,Session Notes,textarea,False,626,False,1.0,[],VALID,0.5,['session'],"['session', 'text']","['session', 'note']",PARTIAL,0.7649182677268982,MEDIUM,-0.08814069025938956,Uncertain,1.0,False,False,False,False,False,False,False,0.5530332732402526,1.0,0.8659099819720757,
interventions_text,Interventions Used/Response to Interventions*,textarea,False,628,False,1.0,[],VALID,0.3333,['intervention'],"['intervention', 'text']","['intervention', 'use', 'response']",LOW,0.766678512096405,MEDIUM,0.04800540935137459,Uncertain,1.5,False,True,False,False,False,False,False,0.5777351764343338,1.0,0.8733205529303001,partial_mismatch
progress_text,Progress*,textarea,False,630,False,1.0,[],VALID,1.0,['progress'],"['progress', 'text']",['progress'],HIGH,0.6597947478294373,MEDIUM,0.25226177185896465,Weak Match,0.5,False,False,False,False,False,False,False,0.6736169559065205,1.0,0.9020850867719561,
crisis_text,"Current crisis situation, needs, problems, and stressors",textarea,False,634,False,1.0,[],VALID,0.1667,['crisis'],"['crisis', 'text']","['situation', 'need', 'current', 'crisis', 'problem', 'stressor']",LOW,0.5945855379104614,MEDIUM,-0.03357660753159619,Uncertain,3.0,False,True,False,False,False,False,False,0.4849726791136596,1.0,0.8454918037340978,partial_mismatch
narrative_text,Content of session/Narrative,textarea,False,635,False,1.0,[],VALID,0.3333,['narrative'],"['narrative', 'text']","['narrative', 'content', 'session']",LOW,0.7689430117607117,MEDIUM,0.2427316143076037,Weak Match,1.5,False,True,False,False,True,False,False,0.6368323878204946,1.0,0.8910497163461484,"partial_mismatch, temporal_mismatch"
session_content,Session Content,textarea,False,636,False,1.0,[],VALID,1.0,"['content', 'session']","['content', 'session']","['content', 'session']",HIGH,1.0,HIGH,0.5207134899957091,Weak Match,1.0,False,False,False,False,False,False,False,0.8562140469987126,1.0,0.9568642140996138,
screening,Review of Screening Tools,textarea,False,637,False,1.0,[],VALID,0.3333,['screen'],['screen'],"['review', 'screen', 'tool']",LOW,0.5039305686950684,MEDIUM,0.23185853951746935,Weak Match,3.0,False,True,False,False,False,False,False,0.5540667324637613,1.0,0.8662200197391283,partial_mismatch
subjective,"Subjective Data (on a patient's feelings, experiences, or thoughts, such as direct quotes or their observations) *",textarea,False,641,False,1.0,[],VALID,0.0909,['subjective'],['subjective'],"['such', 'feeling', 'direct', 'observation', 'subjective', 'patient', 'datum', 'experience', 'thought', 'quote', 'their']",LOW,0.3897445797920227,LOW,0.4944496505924798,Weak Match,3.0,True,False,False,True,False,False,False,0.5743482691153508,1.0,0.8723044807346052,"hard_mismatch, hidden_agent"
objective,"Objective Data (regarding the client's mental or general health status, e.g., details from their therapy appointment) *",textarea,False,642,False,1.0,[],VALID,0.0769,['objective'],['objective'],"['detail', 'health', 'general', 'status', 'objective', 'datum', 'regard', 'mental', 'eg', 'client', 'appointment', 'their', 'therapy']",LOW,0.19527694582939148,LOW,0.1699569401197233,Uncertain,3.0,True,False,False,True,False,False,False,0.4172601657847344,1.0,0.8251780497354203,"hard_mismatch, hidden_agent"
review,"Review of previous assessment, including progress",textarea,False,646,False,1.0,[],VALID,0.2,['review'],['review'],"['include', 'review', 'progress', 'assessment', 'previous']",LOW,0.5185757875442505,MEDIUM,0.5826904870379027,Weak Match,3.0,False,True,False,False,False,False,False,0.650379882374646,1.0,0.8951139647123938,partial_mismatch
needs_barriers,Review of needs and barriers,textarea,False,647,False,1.0,[],VALID,0.6667,"['barrier', 'need']","['barrier', 'need']","['barrier', 'review', 'need']",PARTIAL,0.7806777358055115,MEDIUM,0.19848320372413222,Uncertain,1.5,False,False,True,False,False,False,False,0.6604182818588931,1.0,0.8981254845576678,missing_context
assign,Assign Follow-up Tasks:,textarea,False,648,False,1.0,[],VALID,0.25,['assign'],['assign'],"['up', 'assign', 'task', 'follow']",LOW,0.5001252889633179,MEDIUM,0.7459002637108424,Exact Match,3.0,False,True,False,False,False,False,False,0.6988076658022481,1.0,0.9096422997406743,partial_mismatch
outreach_info,Outreach Information,textarea,False,649,False,1.0,[],VALID,1.0,"['information', 'outreach']","['information', 'outreach']","['information', 'outreach']",HIGH,1.0000001192092896,HIGH,0.6528032693167155,Exact Match,1.0,False,False,False,False,False,False,False,0.8958410165578015,1.0,0.9687523049673403,
desc_details,Describe details of PAYA service,textarea,False,650,False,0.5,['desc'],INVALID,0.25,['detail'],"['detail', 'desc']","['service', 'detail', 'describe', 'paya']",LOW,0.3011961281299591,LOW,0.7454800127271679,Exact Match,2.0,True,False,False,False,False,True,False,0.6390028422571381,0.5,0.5417008526771414,"hard_mismatch, token_validity_issues"
clin_obs,Clinical Observations,textarea,False,651,False,0.0,"['clin', 'obs']",INVALID,0.0,[],"['clin', 'ob']","['clinical', 'observation']",LOW,0.18111079931259155,LOW,0.5223315954656933,Weak Match,1.0,True,False,False,False,False,True,False,0.5110327184334854,0.0,0.1533098155300456,"hard_mismatch, token_validity_issues"
client_response,Client Responses,textarea,False,652,False,1.0,[],VALID,1.0,"['client', 'response']","['response', 'client']","['response', 'client']",HIGH,1.0,HIGH,0.6348425662598884,Exact Match,1.0,False,False,False,False,False,False,False,0.8904527698779664,1.0,0.9671358309633898,
progress_towards,Progress Towards Recovery Plan Objectives,textarea,False,653,False,1.0,[],VALID,0.4,"['progress', 'towards']","['progress', 'towards']","['towards', 'recovery', 'plan', 'progress', 'objective']",LOW,0.4214237630367279,MEDIUM,0.47852878046772085,Weak Match,2.5,False,True,False,False,False,False,False,0.6099857630513347,1.0,0.8829957289154003,partial_mismatch
timelines,Timelines for Next Service,textarea,False,654,False,0.0,['timelines'],INVALID,0.3333,['timeline'],['timeline'],"['service', 'next', 'timeline']",LOW,0.6175168752670288,MEDIUM,0.44967385041239794,Weak Match,3.0,False,True,False,False,True,True,False,0.653487217703828,0.0,0.1960461653111484,"partial_mismatch, temporal_mismatch, token_validity_issues"
what_actions,What actions should the individual complete before next service?,textarea,False,655,False,1.0,[],VALID,0.25,"['action', 'what']","['action', 'what']","['individual', 'next', 'complete', 'should', 'action', 'what', 'before', 'service']",LOW,0.29871857166290283,LOW,0.682994416822847,Exact Match,3.0,True,False,False,False,True,False,False,0.619513896545725,1.0,0.8858541689637174,"hard_mismatch, temporal_mismatch"
objective,Note Address Which PCRP Objective,textarea,False,656,False,1.0,[],VALID,0.2,['objective'],['objective'],"['pcrp', 'note', 'which', 'address', 'objective']",LOW,0.28056851029396057,LOW,0.26751547085248295,Weak Match,3.0,True,False,False,False,False,False,False,0.48442519434393305,1.0,0.8453275583031798,hard_mismatch
details,Describe details of the training service,textarea,False,657,False,1.0,[],VALID,0.25,['detail'],['detail'],"['detail', 'training', 'describe', 'service']",LOW,0.41698357462882996,MEDIUM,0.6022527392243806,Exact Match,3.0,False,True,False,False,False,False,False,0.6307708941559632,1.0,0.8892312682467889,partial_mismatch
observations,Clinical Observations,textarea,False,658,False,1.0,[],VALID,0.5,['observation'],['observation'],"['clinical', 'observation']",PARTIAL,0.6187334656715393,MEDIUM,0.6607793240167018,Exact Match,2.0,False,False,False,False,False,False,False,0.7338538369064723,1.0,0.9201561510719416,
responses,Client Responses,textarea,False,659,False,1.0,[],VALID,0.5,['response'],['response'],"['response', 'client']",PARTIAL,0.5405397415161133,MEDIUM,0.4653902823756396,Weak Match,2.0,False,False,True,True,False,False,False,0.6517790071675259,1.0,0.8955337021502577,"missing_context, hidden_agent"
timeline,Timelines for Next Service,textarea,False,661,False,1.0,[],VALID,0.3333,['timeline'],['timeline'],"['service', 'next', 'timeline']",LOW,0.6175168752670288,MEDIUM,0.24023392690421452,Weak Match,3.0,False,True,False,False,True,False,False,0.590655240651373,1.0,0.8771965721954118,"partial_mismatch, temporal_mismatch"
intervention_text,Intervention,textarea,False,662,False,1.0,[],VALID,1.0,['intervention'],"['intervention', 'text']",['intervention'],HIGH,0.7627305388450623,MEDIUM,0.10011308254374932,Uncertain,0.5,False,False,False,False,False,False,False,0.6588530864166434,1.0,0.897655925924993,
response_text,Response,textarea,False,663,False,1.0,[],VALID,1.0,['response'],"['text', 'response']",['response'],HIGH,0.5972064733505249,MEDIUM,0.1496997665430549,Uncertain,0.5,False,False,False,False,False,False,False,0.6240718719680739,1.0,0.8872215615904221,
progress_text,Progress,textarea,False,664,False,1.0,[],VALID,1.0,['progress'],"['progress', 'text']",['progress'],HIGH,0.6597947478294373,MEDIUM,0.18327895757838478,Uncertain,0.5,False,False,False,False,False,False,False,0.6529221116223466,1.0,0.8958766334867039,
intervention_text,Interventions:,textarea,False,666,False,1.0,[],VALID,1.0,['intervention'],"['intervention', 'text']",['intervention'],HIGH,0.7627305388450623,MEDIUM,0.03691212066791828,Uncertain,0.5,False,False,False,False,False,False,False,0.6398927978538941,1.0,0.8919678393561682,
response_text,Response:,textarea,False,667,False,1.0,[],VALID,1.0,['response'],"['text', 'response']",['response'],HIGH,0.5972064733505249,MEDIUM,0.2208003566323537,Weak Match,0.5,False,False,False,False,False,False,False,0.6454020489948635,1.0,0.893620614698459,
what_we_talked_about,What we talked about,textarea,False,669,False,1.0,[],VALID,1.0,"['what', 'we', 'talk', 'about']","['what', 'we', 'talk', 'about']","['what', 'we', 'talk', 'about']",HIGH,1.0000001192092896,HIGH,0.8033756172812216,Exact Match,1.0,False,False,False,False,False,False,False,0.9410127209471534,1.0,0.982303816284146,
plans,Plans (Who will do what by when?),textarea,False,671,False,1.0,[],VALID,0.1667,['plan'],['plan'],"['will', 'when', 'who', 'what', 'plan', 'do']",LOW,0.5856207609176636,MEDIUM,0.40812512146738367,Weak Match,3.0,False,True,False,False,False,False,False,0.6147937647155142,1.0,0.8844381294146542,partial_mismatch
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",textarea,False,672,False,1.0,[],VALID,0.0625,['focus'],['focus'],"['pattern', 'focus', 'growth', 'what', 'development', 'session', 'maladaptive', 'personality', 'encouragement', 'disturbance', 'change', 'reversal', 'behavior', 'emotional', 'ie', 'alleviation']",LOW,0.13475942611694336,LOW,0.19569478427555034,Uncertain,3.0,True,False,False,False,True,False,False,0.4053862631177481,1.0,0.8216158789353244,"hard_mismatch, temporal_mismatch"
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",textarea,False,674,False,1.0,[],VALID,0.0769,['response'],['response'],"['strength', 'make', 'reason', 'response', 'intervention', 'toward', 'barrier', 'progress', 'goal', 'if', 'client', 'not', 'describe']",LOW,0.2802562117576599,LOW,0.21383973451185248,Weak Match,3.0,True,False,False,True,False,False,False,0.4559187838808537,1.0,0.8367756351642561,"hard_mismatch, hidden_agent"
narrative,Narrative,textarea,False,676,False,1.0,[],VALID,1.0,['narrative'],['narrative'],['narrative'],HIGH,1.0,HIGH,0.4179504607687354,Weak Match,1.0,False,False,False,False,False,False,False,0.8253851382306207,1.0,0.9476155414691861,
problems_addressed,"Specific problems(s), issue(s), behavior(s), skill deficits addressed:",textarea,False,677,False,1.0,[],VALID,0.1429,['address'],"['problem', 'address']","['specific', 'deficit', 'address', 'problemss', 'behavior', 'issue', 'skill']",LOW,0.33845484256744385,LOW,0.7930157624476418,Exact Match,3.0,True,False,False,False,False,False,False,0.6537311815045257,1.0,0.8961193544513577,hard_mismatch
update,Update on client mental health status and significant life changes:,textarea,False,678,False,1.0,[],VALID,0.125,['update'],['update'],"['health', 'significant', 'update', 'status', 'mental', 'change', 'client', 'life']",LOW,0.21723519265651703,LOW,0.6188542300803404,Exact Match,3.0,True,False,False,True,False,False,False,0.5633268268210572,1.0,0.8689980480463171,"hard_mismatch, hidden_agent"
efforts_activities,Case Manager’s Efforts/Activities:,textarea,False,679,False,1.0,[],VALID,0.5,"['effort', 'activity']","['effort', 'activity']","['case', 'manager', 'effort', 'activity']",PARTIAL,0.6684303283691406,MEDIUM,0.6125886522582278,Exact Match,2.0,False,False,False,False,False,False,False,0.7343056941882106,1.0,0.9202917082564631,
assessment_continued,Assessment continued (A),textarea,False,682,False,1.0,[],VALID,1.0,"['assessment', 'continue']","['assessment', 'continue']","['assessment', 'continue']",HIGH,1.0,HIGH,0.9235549164810957,Exact Match,1.0,False,False,False,False,False,False,False,0.9770664749443286,1.0,0.9931199424832986,
if_yes_explain,"If Yes, Explain?",textarea,False,684,False,1.0,[],VALID,1.0,"['yes', 'if', 'explain']","['yes', 'if', 'explain']","['yes', 'if', 'explain']",HIGH,1.0000001192092896,HIGH,0.869808070235647,Exact Match,1.0,False,False,False,False,False,False,False,0.9609424568334809,1.0,0.9882827370500442,
current,Current physical and health status,textarea,False,685,False,1.0,[],VALID,0.25,['current'],['current'],"['current', 'health', 'status', 'physical']",LOW,0.19376349449157715,LOW,0.6154048586737917,Exact Match,3.0,True,False,False,False,False,False,False,0.5677505059496106,1.0,0.8703251517848831,hard_mismatch
explanation,"Explanation (use direct quotes from Customer, when possible)",textarea,False,686,False,1.0,[],VALID,0.1429,['explanation'],['explanation'],"['when', 'direct', 'explanation', 'use', 'possible', 'customer', 'quote']",LOW,0.20745155215263367,LOW,0.43046351352024753,Weak Match,3.0,True,False,False,False,False,False,False,0.5056645197018643,1.0,0.8516993559105592,hard_mismatch
service,Describe details of housing service,textarea,False,688,False,1.0,[],VALID,0.25,['service'],['service'],"['detail', 'describe', 'service', 'housing']",LOW,0.5115375518798828,MEDIUM,0.2860656867818152,Weak Match,3.0,False,True,False,False,False,False,False,0.5642809715985094,1.0,0.8692842914795528,partial_mismatch
paya_service,Describe details of PAYA service,textarea,False,694,False,0.5,['paya'],INVALID,0.5,"['service', 'paya']","['service', 'paya']","['service', 'detail', 'describe', 'paya']",PARTIAL,0.8497388362884521,MEDIUM,0.5513230436301779,Weak Match,2.0,False,False,True,False,False,True,False,0.770318563975589,0.5,0.5810955691926767,"missing_context, token_validity_issues"
subjective,"Subjective -Client's feelings, concerns, and experiences",textarea,False,714,False,1.0,[],VALID,0.2,['subjective'],['subjective'],"['feeling', 'subjective', 'client', 'experience', 'concern']",LOW,0.47430533170700073,MEDIUM,0.5472408959096414,Weak Match,3.0,False,True,False,True,False,False,False,0.6264638682849927,1.0,0.8879391604854978,"partial_mismatch, hidden_agent"
objective,"Objective - Observable, quantifiable and factual data",textarea,False,715,False,1.0,[],VALID,0.2,['objective'],['objective'],"['observable', 'objective', 'datum', 'quantifiable', 'factual']",LOW,0.37918785214424133,LOW,0.32217717261242235,Weak Match,3.0,True,False,False,False,False,False,False,0.5304095074269991,1.0,0.8591228522280997,hard_mismatch
Contact_Typetxt,,textarea,False,719,True,0.5,['typetxt'],INVALID,0.0,[],"['typetxt', 'contact']",['nan'],LOW,0.13372714817523956,LOW,-0.09968275658575236,Uncertain,0.5,True,False,False,False,False,True,True,0.31021331747684616,0.0,0.09306399524305385,"hard_mismatch, token_validity_issues, title_missing"
Narrativetxt,,textarea,False,721,True,0.0,['narrativetxt'],INVALID,0.0,[],['narrativetxt'],['nan'],LOW,0.12664106488227844,LOW,0.056955782103830135,Uncertain,1.0,True,False,False,False,False,True,True,0.35507905409583257,0.0,0.10652371622874977,"hard_mismatch, token_validity_issues, title_missing"
Follow_Uptxt,,textarea,False,723,True,0.5,['uptxt'],INVALID,0.0,[],"['uptxt', 'follow']",['nan'],LOW,0.13372687995433807,LOW,-0.09098566462636176,Uncertain,0.5,True,False,False,False,False,True,True,0.31282236459839285,0.0,0.09384670937951785,"hard_mismatch, token_validity_issues, title_missing"
desc_distresstxt,,textarea,False,725,True,0.0,"['desc', 'distresstxt']",INVALID,0.0,[],"['distresstxt', 'desc']",['nan'],LOW,0.14514559507369995,LOW,0.06214396923327535,Uncertain,0.5,True,False,False,False,False,True,True,0.36218686929209254,0.0,0.10865606078762775,"hard_mismatch, token_validity_issues, title_missing"
w_triggerstxt,,textarea,False,727,True,0.5,['triggerstxt'],INVALID,0.0,[],"['w', 'triggerstxt']",['nan'],LOW,-0.021835435181856155,LOW,-0.13955929202854947,Uncertain,0.5,True,False,False,False,False,True,True,0.2515815818368783,0.0,0.07547447455106349,"hard_mismatch, token_validity_issues, title_missing"
plantxt,,textarea,False,729,True,0.0,['plantxt'],INVALID,0.0,[],['plantxt'],['nan'],LOW,0.12753191590309143,LOW,-0.07090292757687855,Uncertain,1.0,True,False,False,False,False,True,True,0.3169886964978639,0.0,0.09509660894935916,"hard_mismatch, token_validity_issues, title_missing"
psych_chief_complaint,Chief Complaint,textarea,False,730,False,1.0,[],VALID,1.0,"['chief', 'complaint']","['psych', 'complaint', 'chief']","['complaint', 'chief']",HIGH,0.6768853664398193,MEDIUM,-0.019923359508918194,Uncertain,0.6666666666666666,False,False,False,False,False,False,False,0.5970886020792703,1.0,0.879126580623781,
psych_interval_history,Interval History,textarea,False,731,False,1.0,[],VALID,1.0,"['history', 'interval']","['psych', 'history', 'interval']","['history', 'interval']",HIGH,0.6802700161933899,MEDIUM,0.01673614228127373,Uncertain,0.6666666666666666,False,False,False,False,False,False,False,0.609101847542399,1.0,0.8827305542627196,
psych_review_systems,Review of Systems,textarea,False,732,False,1.0,[],VALID,1.0,"['system', 'review']","['psych', 'system', 'review']","['system', 'review']",HIGH,0.5891174077987671,MEDIUM,0.08190669979035531,Uncertain,0.6666666666666666,False,False,False,False,False,False,False,0.6013072322767367,1.0,0.8803921696830209,
psych_plan_smoking,Plan/Education provided towards smoking cessation:,textarea,False,733,False,1.0,[],VALID,0.3333,"['smoke', 'plan']","['smoke', 'psych', 'plan']","['provide', 'towards', 'plan', 'education', 'smoke', 'cessation']",LOW,0.6907709240913391,MEDIUM,-0.08075174116909947,Uncertain,2.0,False,True,False,False,False,False,False,0.5163357548766718,1.0,0.8549007264630015,partial_mismatch
psych_substance_abuse,Substance Use/Abuse/Addictive Behaviors,textarea,False,734,False,1.0,[],VALID,0.4,"['substance', 'abuse']","['substance', 'psych', 'abuse']","['addictive', 'use', 'behavior', 'substance', 'abuse']",LOW,0.6950421929359436,MEDIUM,0.03814317761359479,Uncertain,1.6666666666666667,False,True,False,False,False,False,False,0.5599556111648615,1.0,0.8679866833494584,partial_mismatch
psych_mental_status,Mental Status Exam,textarea,False,735,False,1.0,[],VALID,0.6667,"['status', 'mental']","['status', 'psych', 'mental']","['status', 'mental', 'exam']",PARTIAL,0.7648254632949829,MEDIUM,0.013111479495976566,Uncertain,1.0,False,False,False,False,False,False,False,0.6000510828372878,1.0,0.8800153248511863,
psych_medical_assessment,Medical Decision Making/Assessment Plan,textarea,False,736,False,1.0,[],VALID,0.4,"['medical', 'assessment']","['medical', 'psych', 'assessment']","['make', 'medical', 'plan', 'assessment', 'decision']",LOW,0.45068085193634033,MEDIUM,-0.08109995365832717,Uncertain,1.6666666666666667,False,True,False,False,False,False,False,0.4508742694834039,1.0,0.8352622808450212,partial_mismatch
psych_counseling_comments,Counseling Done Comments:,textarea,False,737,False,1.0,[],VALID,0.6667,"['counsel', 'comment']","['psych', 'comment', 'counsel']","['counsel', 'comment', 'do']",PARTIAL,0.7234995365142822,MEDIUM,-0.05985401720920195,Uncertain,1.0,False,False,False,False,False,False,False,0.5657636557915241,1.0,0.8697290967374571,
psych_care_coordination,Coordination of Care Comments:,textarea,False,738,False,1.0,[],VALID,0.6667,"['coordination', 'care']","['psych', 'coordination', 'care']","['coordination', 'comment', 'care']",PARTIAL,0.5495644807815552,MEDIUM,0.03233051965071511,Uncertain,1.0,False,False,False,False,False,False,False,0.5412385001296811,1.0,0.8623715500389043,
psych_other_factors,"Are there other factors affecting Medical Decision Making (comorbidities, complications, worsening conditions, etc)?",textarea,False,739,False,1.0,[],VALID,0.1667,"['other', 'factor']","['psych', 'other', 'factor']","['condition', 'make', 'medical', 'other', 'factor', 'affect', 'comorbiditie', 'there', 'decision', 'worsen', 'etc', 'complication']",LOW,0.5379113554954529,MEDIUM,0.23040615477381213,Weak Match,3.0,False,True,False,False,False,False,False,0.5471652530807795,1.0,0.8641495759242338,partial_mismatch
psych_goals_next,Are there any goals for the next session?,textarea,False,740,False,1.0,[],VALID,0.4,"['goal', 'next']","['goal', 'psych', 'next']","['next', 'session', 'goal', 'there', 'any']",LOW,0.594230055809021,MEDIUM,-0.020968124627643428,Uncertain,1.6666666666666667,False,True,False,False,False,False,False,0.5119785793544133,1.0,0.853593573806324,partial_mismatch
key_moments,Key Moments,textarea,False,741,False,1.0,[],VALID,1.0,"['key', 'moment']","['key', 'moment']","['key', 'moment']",HIGH,1.0,HIGH,0.7342695143757085,Exact Match,1.0,False,False,False,False,False,False,False,0.9202808543127124,1.0,0.9760842562938137,
psych_1,Presenting Concerns (Chief Complaint & Additional Concerns):,textarea,False,746,False,1.0,[],VALID,0.0,[],"['psych', '1']","['chief', 'complaint', 'present', 'concern', 'additional']",LOW,-0.00701764365658164,LOW,-0.13959535629681288,Uncertain,2.5,True,False,False,False,False,False,False,0.2560161000139816,1.0,0.7768048300041944,hard_mismatch
psych_2,Symptom History:,textarea,False,747,False,1.0,[],VALID,0.0,[],"['psych', '2']","['symptom', 'history']",LOW,0.22783096134662628,LOW,-0.17398994615450677,Partial Contradiction,1.0,True,False,False,False,False,False,False,0.3161523045576358,1.0,0.7948456913672907,hard_mismatch
psych_3,Family/Caregiver Observations:,textarea,False,748,False,1.0,[],VALID,0.0,[],"['psych', '3']","['caregiver', 'observation', 'family']",LOW,0.20267730951309204,LOW,-0.2580003745158119,Strong Contradiction,1.5,True,False,False,False,False,False,False,0.28340308049918406,1.0,0.7850209241497552,hard_mismatch
