field_key,field_title,containment_title,matched_tokens,key_tokens,title_tokens,containment_title_label,field_type,field_key_exists_in_library_flag,missing_field_title
narrative,Narrative,1.0,['narrative'],['narrative'],['narrative'],HIGH,textarea,False,False
problems_addressed,"Specific problems(s), issue(s), behavior(s), skill deficits addressed:",0.1429,['address'],"['problem', 'address']","['specific', 'deficit', 'address', 'problemss', 'behavior', 'issue', 'skill']",LOW,textarea,False,False
update,Update on client mental health status and significant life changes:,0.125,['update'],['update'],"['health', 'significant', 'update', 'status', 'mental', 'change', 'client', 'life']",LOW,textarea,False,False
efforts_activities,Case Manager’s Efforts/Activities:,0.5,"['effort', 'activity']","['effort', 'activity']","['case', 'manager', 'effort', 'activity']",PARTIAL,textarea,False,False
assessment_continued,Assessment continued (A),1.0,"['assessment', 'continue']","['assessment', 'continue']","['assessment', 'continue']",HIGH,textarea,False,False
if_yes_explain,"If Yes, Explain?",1.0,"['yes', 'if', 'explain']","['yes', 'if', 'explain']","['yes', 'if', 'explain']",HIGH,textarea,False,False
current,Current physical and health status,0.25,['current'],['current'],"['current', 'health', 'status', 'physical']",LOW,textarea,False,False
explanation,"Explanation (use direct quotes from Customer, when possible)",0.1429,['explanation'],['explanation'],"['when', 'direct', 'explanation', 'use', 'possible', 'customer', 'quote']",LOW,textarea,False,False
service,Describe details of housing service,0.25,['service'],['service'],"['detail', 'describe', 'service', 'housing']",LOW,textarea,False,False
paya_service,Describe details of PAYA service,0.5,"['service', 'paya']","['service', 'paya']","['service', 'detail', 'describe', 'paya']",PARTIAL,textarea,False,False
subjective,"Subjective -Client's feelings, concerns, and experiences",0.2,['subjective'],['subjective'],"['feeling', 'subjective', 'client', 'experience', 'concern']",LOW,textarea,False,False
objective,"Objective - Observable, quantifiable and factual data",0.2,['objective'],['objective'],"['observable', 'objective', 'datum', 'quantifiable', 'factual']",LOW,textarea,False,False
Contact_Typetxt,,0.0,[],"['typetxt', 'contact']",['nan'],LOW,textarea,False,True
Narrativetxt,,0.0,[],['narrativetxt'],['nan'],LOW,textarea,False,True
Follow_Uptxt,,0.0,[],"['uptxt', 'follow']",['nan'],LOW,textarea,False,True
desc_distresstxt,,0.0,[],"['distresstxt', 'desc']",['nan'],LOW,textarea,False,True
w_triggerstxt,,0.0,[],"['w', 'triggerstxt']",['nan'],LOW,textarea,False,True
plantxt,,0.0,[],['plantxt'],['nan'],LOW,textarea,False,True
psych_chief_complaint,Chief Complaint,1.0,"['chief', 'complaint']","['psych', 'complaint', 'chief']","['complaint', 'chief']",HIGH,textarea,False,False
psych_interval_history,Interval History,1.0,"['history', 'interval']","['psych', 'history', 'interval']","['history', 'interval']",HIGH,textarea,False,False
psych_review_systems,Review of Systems,1.0,"['system', 'review']","['psych', 'system', 'review']","['system', 'review']",HIGH,textarea,False,False
psych_plan_smoking,Plan/Education provided towards smoking cessation:,0.3333,"['smoke', 'plan']","['smoke', 'psych', 'plan']","['provide', 'towards', 'plan', 'education', 'smoke', 'cessation']",LOW,textarea,False,False
psych_substance_abuse,Substance Use/Abuse/Addictive Behaviors,0.4,"['substance', 'abuse']","['substance', 'psych', 'abuse']","['addictive', 'use', 'behavior', 'substance', 'abuse']",LOW,textarea,False,False
psych_mental_status,Mental Status Exam,0.6667,"['status', 'mental']","['status', 'psych', 'mental']","['status', 'mental', 'exam']",PARTIAL,textarea,False,False
psych_medical_assessment,Medical Decision Making/Assessment Plan,0.4,"['medical', 'assessment']","['medical', 'psych', 'assessment']","['make', 'medical', 'plan', 'assessment', 'decision']",LOW,textarea,False,False
psych_counseling_comments,Counseling Done Comments:,0.6667,"['counsel', 'comment']","['psych', 'comment', 'counsel']","['counsel', 'comment', 'do']",PARTIAL,textarea,False,False
psych_care_coordination,Coordination of Care Comments:,0.6667,"['coordination', 'care']","['psych', 'coordination', 'care']","['coordination', 'comment', 'care']",PARTIAL,textarea,False,False
psych_other_factors,"Are there other factors affecting Medical Decision Making (comorbidities, complications, worsening conditions, etc)?",0.1667,"['other', 'factor']","['psych', 'other', 'factor']","['condition', 'make', 'medical', 'other', 'factor', 'affect', 'comorbiditie', 'there', 'decision', 'worsen', 'etc', 'complication']",LOW,textarea,False,False
psych_goals_next,Are there any goals for the next session?,0.4,"['goal', 'next']","['goal', 'psych', 'next']","['next', 'session', 'goal', 'there', 'any']",LOW,textarea,False,False
key_moments,Key Moments,1.0,"['key', 'moment']","['key', 'moment']","['key', 'moment']",HIGH,textarea,False,False
psych_1,Presenting Concerns (Chief Complaint & Additional Concerns):,0.0,[],"['psych', '1']","['chief', 'complaint', 'present', 'concern', 'additional']",LOW,textarea,False,False
psych_2,Symptom History:,0.0,[],"['psych', '2']","['symptom', 'history']",LOW,textarea,False,False
psych_3,Family/Caregiver Observations:,0.0,[],"['psych', '3']","['caregiver', 'observation', 'family']",LOW,textarea,False,False
psych_4,Appearance and Behavior:,0.0,[],"['psych', '4']","['appearance', 'behavior']",LOW,textarea,False,False
psych_5,Mood and Affect:,0.0,[],"['psych', '5']","['affect', 'mood']",LOW,textarea,False,False
psych_6,Speech and Thought Process:,0.0,[],"['psych', '6']","['think', 'process', 'speech']",LOW,textarea,False,False
psych_7,Additional Observations:,0.0,[],"['psych', '7']","['observation', 'additional']",LOW,textarea,False,False
psych_8,Diagnosis:,0.0,[],"['psych', '8']",['diagnosis'],LOW,textarea,False,False
psych_9,Clinical Impression:,0.0,[],"['psych', '9']","['clinical', 'impression']",LOW,textarea,False,False
psych_10,Progress:,0.0,[],"['psych', '10']",['progress'],LOW,textarea,False,False
psych_11,Medication Management:,0.0,[],"['11', 'psych']","['management', 'medication']",LOW,textarea,False,False
psych_12,Therapeutic Interventions:,0.0,[],"['psych', '12']","['intervention', 'therapeutic']",LOW,textarea,False,False
psych_13,Behavioral Recommendations:,0.0,[],"['psych', '13']","['recommendation', 'behavioral']",LOW,textarea,False,False
psych_14,Follow-Up:,0.0,[],"['psych', '14']","['up', 'follow']",LOW,textarea,False,False
psych_15,Caregiver Education:,0.0,[],"['psych', '15']","['caregiver', 'education']",LOW,textarea,False,False
psych_16,Client Engagement:,0.0,[],"['psych', '16']","['engagement', 'client']",LOW,textarea,False,False
psych_17,Clinical Data (lab orders/results/AIMS/ phone calls/scores from rating scales):,0.0,[],"['psych', '17']","['clinical', 'scale', 'score', 'phone', 'order', 'datum', 'call', 'result', 'rating', 'aim', 'lab']",LOW,textarea,False,False
steps,What steps and assignments need to be taken to prepare for discharge?,0.1429,['step'],['step'],"['take', 'prepare', 'discharge', 'need', 'what', 'step', 'assignment']",LOW,textarea,False,False
home,Progress in the Home,0.5,['home'],['home'],"['progress', 'home']",PARTIAL,textarea,False,False
needs,Needs,1.0,['need'],['need'],['need'],HIGH,textarea,False,False
outcomes,Describe Outcomes,0.5,['outcome'],['outcome'],"['describe', 'outcome']",PARTIAL,textarea,False,False
intervention_activity,Intervention Activity,1.0,"['intervention', 'activity']","['intervention', 'activity']","['intervention', 'activity']",HIGH,textarea,False,False
effectiveness_outcome,Intervention Effectiveness / Outcome,0.6667,"['effectiveness', 'outcome']","['effectiveness', 'outcome']","['intervention', 'effectiveness', 'outcome']",PARTIAL,textarea,False,False
information,Session Information,0.5,['information'],['information'],"['information', 'session']",PARTIAL,textarea,False,False
describe_services,"Describe current service(s), how the service addressed the beneficiary's behavioral health need (e.g., symptom, condition, diagnosis, and/or risk factors).",0.1333,"['service', 'describe']","['service', 'describe']","['condition', 'health', 'beneficiary', 'need', 'current', 'diagnosis', 'factor', 'address', 'eg', 'symptom', 'how', 'risk', 'service', 'behavioral', 'describe']",LOW,textarea,False,False
goal,Goal,1.0,['goal'],['goal'],['goal'],HIGH,textarea,False,False
transition_plan,Transition Plan,1.0,"['transition', 'plan']","['transition', 'plan']","['transition', 'plan']",HIGH,textarea,False,False
purpose,Purpose/Present,0.5,['purpose'],['purpose'],"['purpose', 'present']",PARTIAL,textarea,False,False
response,Response,1.0,['response'],['response'],['response'],HIGH,textarea,False,False
goal,Goal,1.0,['goal'],['goal'],['goal'],HIGH,textarea,False,False
interventions_plan,Planned Interventions,1.0,"['intervention', 'plan']","['intervention', 'plan']","['intervention', 'plan']",HIGH,textarea,False,False
transition_plan,Transition Plan,1.0,"['transition', 'plan']","['transition', 'plan']","['transition', 'plan']",HIGH,textarea,False,False
information,Session Information,0.5,['information'],['information'],"['information', 'session']",PARTIAL,textarea,False,False
purpose,Purpose/Problem,0.5,['purpose'],['purpose'],"['purpose', 'problem']",PARTIAL,textarea,False,False
goals,Goals/Actions,0.5,['goal'],['goal'],"['goal', 'action']",PARTIAL,textarea,False,False
intervention_course,Interventions and Course of Treatment/Action,0.5,"['intervention', 'course']","['intervention', 'course']","['intervention', 'action', 'course', 'treatment']",PARTIAL,textarea,False,False
problem,Problem Statement:,0.5,['problem'],['problem'],"['statement', 'problem']",PARTIAL,textarea,False,False
problem,Problem Statement,0.5,['problem'],['problem'],"['statement', 'problem']",PARTIAL,textarea,False,False
problem_statement,Problem Statement,1.0,"['statement', 'problem']","['statement', 'problem']","['statement', 'problem']",HIGH,textarea,False,False
client_response,Client Response,1.0,"['client', 'response']","['response', 'client']","['response', 'client']",HIGH,textarea,False,False
intervention_text,Intervention (Interaction that occurred during service delivery and how it relates to plan of care),0.0909,['intervention'],"['intervention', 'text']","['intervention', 'during', 'interaction', 'delivery', 'occur', 'it', 'plan', 'how', 'care', 'service', 'relate']",LOW,textarea,False,False
response_text,Response to today's intervention / changes in condition,0.2,['response'],"['text', 'response']","['condition', 'response', 'intervention', 'change', 'today']",LOW,textarea,False,False
progress_text,Explain your progress rating,0.25,['progress'],"['progress', 'text']","['progress', 'your', 'rating', 'explain']",LOW,textarea,False,False
intervention_text,Describe interaction that occurred during service delivery and how it relates to plan of care,0.0,[],"['intervention', 'text']","['during', 'interaction', 'delivery', 'occur', 'it', 'plan', 'how', 'care', 'service', 'describe', 'relate']",LOW,textarea,False,False
response_text,Describe response to today's Intervention,0.25,['response'],"['text', 'response']","['intervention', 'today', 'describe', 'response']",LOW,textarea,False,False
progress_text,Explain your progress rating,0.25,['progress'],"['progress', 'text']","['progress', 'your', 'rating', 'explain']",LOW,textarea,False,False
intervention_text,Intervention (Interaction that occurred during service delivery and how it relates to plan of care),0.0909,['intervention'],"['intervention', 'text']","['intervention', 'during', 'interaction', 'delivery', 'occur', 'it', 'plan', 'how', 'care', 'service', 'relate']",LOW,textarea,False,False
response_text,Response to today's intervention / changes in condition,0.2,['response'],"['text', 'response']","['condition', 'response', 'intervention', 'change', 'today']",LOW,textarea,False,False
progress_text,Explain your progress rating,0.25,['progress'],"['progress', 'text']","['progress', 'your', 'rating', 'explain']",LOW,textarea,False,False
briefdescriptiontb,Brief Description:,0.0,[],['briefdescriptiontb'],"['brief', 'description']",LOW,textarea,False,False
medicalconcernstb,Medical Concerns:,0.0,[],['medicalconcernstb'],"['medical', 'concern']",LOW,textarea,False,False
behaviorstb,Behaviors:,0.0,[],['behaviorstb'],['behavior'],LOW,textarea,False,False
housetb,House,0.0,[],['housetb'],['house'],LOW,textarea,False,False
ECSteamtb,ECS Team,0.0,[],['ecsteamtb'],"['team', 'ec']",LOW,textarea,False,False
familyguardiantb,Family/Guardian,0.0,[],['familyguardiantb'],"['guardian', 'family']",LOW,textarea,False,False
psychiatristtb,Psychiatrist,0.0,[],['psychiatristtb'],['psychiatrist'],LOW,textarea,False,False
currentcontext_text,"Client's current context, needs, and barriers:",0.0,[],"['currentcontext', 'text']","['need', 'context', 'current', 'barrier', 'client']",LOW,textarea,False,False
summary_text,"Session summary, Care Navigator's actions to address barriers and next steps:",0.1111,['summary'],"['summary', 'text']","['navigator', 'next', 'action', 'barrier', 'session', 'step', 'address', 'care', 'summary']",LOW,textarea,False,False
Progresstextbox,Progress on employment/ education since last visit:,0.0,[],['progresstextbox'],"['last', 'since', 'progress', 'education', 'visit', 'employment']",LOW,textarea,False,False
Interventionstextbox,"Interventions used and manner of delivery, including treatment goals from ISP (treatment plan) addressed:",0.0,[],['interventionstextbox'],"['include', 'manner', 'intervention', 'delivery', 'plan', 'use', 'address', 'goal', 'treatment', 'isp']",LOW,textarea,False,False
Responsetb,Client presentation and response to interventions (include direct client quotes):,0.0,[],['responsetb'],"['include', 'response', 'presentation', 'intervention', 'direct', 'quote', 'client']",LOW,textarea,False,False
Providertextbox,Provider/ Client plan of action (including plan for next session):,0.0,[],['providertextbox'],"['include', 'next', 'action', 'plan', 'provider', 'session', 'client']",LOW,textarea,False,False
admissionsummarytext,Admission Summary:,0.0,[],['admissionsummarytext'],"['summary', 'admission']",LOW,textarea,False,False
additionalsessiontb,"Additional session/summary information (note ROIs signed, other people in the session, etc):",0.0,[],['additionalsessiontb'],"['information', 'note', 'other', 'session', 'sign', 'etc', 'rois', 'additional', 'summary', 'people']",LOW,textarea,False,False
objectivestb,Objectives that were addressed or need to be added to the Treatment Plan:,0.0,[],['objectivestb'],"['need', 'plan', 'address', 'objective', 'treatment', 'add']",LOW,textarea,False,False
clientplantb,Client plan,0.0,[],['clientplantb'],"['plan', 'client']",LOW,textarea,False,False
providerplan,Provider plan of action (or future directions/next steps),0.0,[],['providerplan'],"['next', 'action', 'plan', 'provider', 'future', 'step', 'direction']",LOW,textarea,False,False
providerconsulted,(if applicable) Provider consulted with the following Care Team Members:,0.0,[],['providerconsulted'],"['applicable', 'provider', 'follow', 'team', 'if', 'member', 'care', 'consult']",LOW,textarea,False,False
summary_text,Summary of Overall Progress:,0.3333,['summary'],"['summary', 'text']","['overall', 'summary', 'progress']",LOW,textarea,False,False
observations,"Observations: Symptoms, Thoughts, Mood, Appearance, Behaviors ",0.1667,['observation'],['observation'],"['mood', 'observation', 'symptom', 'thought', 'behavior', 'appearance']",LOW,textarea,False,False
response,"Consumer Response - Progress Towards Goals, Strengths Demonstrated ",0.1429,['response'],['response'],"['strength', 'towards', 'response', 'demonstrate', 'progress', 'goal', 'consumer']",LOW,textarea,False,False
substance,"Substance Use (status of use, substance(s) used, frequency, and comments)",0.2,['substance'],['substance'],"['comment', 'use', 'status', 'substance', 'frequency']",LOW,textarea,False,False
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",0.0625,['focus'],['focus'],"['pattern', 'focus', 'growth', 'what', 'development', 'session', 'maladaptive', 'personality', 'encouragement', 'disturbance', 'change', 'reversal', 'behavior', 'emotional', 'ie', 'alleviation']",LOW,textarea,False,False
response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",0.0769,['response'],['response'],"['strength', 'make', 'reason', 'response', 'intervention', 'toward', 'barrier', 'progress', 'goal', 'if', 'client', 'not', 'describe']",LOW,textarea,False,False
barriers,Identify barriers to treatment and identify new needs (if any).,0.1429,['barrier'],['barrier'],"['need', 'barrier', 'identify', 'if', 'new', 'treatment', 'any']",LOW,textarea,False,False
previous_homework,Discuss/Review of previous homework if applicable.,0.3333,"['previous', 'homework']","['previous', 'homework']","['applicable', 'review', 'homework', 'discuss', 'if', 'previous']",LOW,textarea,False,False
new_homework,"Assignment of new homework, if applicable.",0.4,"['new', 'homework']","['new', 'homework']","['applicable', 'homework', 'if', 'new', 'assignment']",LOW,textarea,False,False
response,"List and/or Describe Material presented, Specific Techniques, and Parent or LAR Response",0.1111,['response'],['response'],"['specific', 'lar', 'response', 'technique', 'list', 'present', 'parent', 'material', 'describe']",LOW,textarea,False,False
stressors_text,,0.0,[],"['stressor', 'text']",['nan'],LOW,textarea,False,True
help_text,,0.0,[],"['help', 'text']",['nan'],LOW,textarea,False,True
intervention_text,,0.0,[],"['intervention', 'text']",['nan'],LOW,textarea,False,True
steps_text,,0.0,[],"['step', 'text']",['nan'],LOW,textarea,False,True
crisis_problem,Crisis Presenting Problem,0.6667,"['crisis', 'problem']","['crisis', 'problem']","['crisis', 'present', 'problem']",PARTIAL,textarea,False,False
describe_risk_text," Describe Risk (ideation,intent,plan,means,attempt,& other applicable details) ",0.3333,"['describe', 'risk']","['text', 'describe', 'risk']","['detail', 'applicable', 'other', 'risk', 'describe', 'ideationintentplanmeansattempt']",LOW,textarea,False,False
intervention_text,Intervention Description & Narrative:,0.3333,['intervention'],"['intervention', 'text']","['intervention', 'narrative', 'description']",LOW,textarea,False,False
patient_response,Describe the Patient's Response to Interventions Delivered:,0.4,"['patient', 'response']","['patient', 'response']","['response', 'intervention', 'patient', 'deliver', 'describe']",LOW,textarea,False,False
follow_up_plan_text,"Follow Up,Plan,& Instructions Given to Patient:",0.2,['follow'],"['up', 'plan', 'follow', 'text']","['give', 'upplan', 'patient', 'instruction', 'follow']",LOW,textarea,False,False
intervention_description_text,Intervention Description & Narrative:,0.6667,"['intervention', 'description']","['intervention', 'description', 'text']","['intervention', 'narrative', 'description']",PARTIAL,textarea,False,False
patient_response_text,Describe the Patient's Response to Interventions Delivered:,0.4,"['patient', 'response']","['text', 'patient', 'response']","['response', 'intervention', 'patient', 'deliver', 'describe']",LOW,textarea,False,False
purpose,Purpose,1.0,['purpose'],['purpose'],['purpose'],HIGH,textarea,False,False
Functioning,"Functioning - Observed or Reported (May include mood, affect, behavior, cognitive functioning, etc.):",0.1,['function'],['function'],"['include', 'cognitive', 'mood', 'may', 'report', 'affect', 'function', 'observe', 'behavior', 'etc']",LOW,textarea,False,False
response,Person's Response to Intervention/Progress Toward Goals and Objectives:,0.1429,['response'],['response'],"['response', 'intervention', 'toward', 'person', 'progress', 'goal', 'objective']",LOW,textarea,False,False
Functioning,"Functioning - Observed or Reported (May include mood, affect, behavior, cognitive functioning, etc.):",0.1,['function'],['function'],"['include', 'cognitive', 'mood', 'may', 'report', 'affect', 'function', 'observe', 'behavior', 'etc']",LOW,textarea,False,False
response,Person's Response to Intervention/Progress Toward Goals and Objectives:,0.1429,['response'],['response'],"['response', 'intervention', 'toward', 'person', 'progress', 'goal', 'objective']",LOW,textarea,False,False
response,Person's Response to Intervention/Progress Toward Goals and Objectives:,0.1429,['response'],['response'],"['response', 'intervention', 'toward', 'person', 'progress', 'goal', 'objective']",LOW,textarea,False,False
note,Case Management Note:,0.3333,['note'],['note'],"['case', 'management', 'note']",LOW,textarea,False,False
currentsymptoms,Current Symptoms:,0.0,[],['currentsymptom'],"['current', 'symptom']",LOW,textarea,False,False
responsetointerventions,Response to Intervention(s):,0.0,[],['responsetointervention'],"['intervention', 'response']",LOW,textarea,False,False
new_issue_stressors_events,New Issue(s)/Stressors/Extraordinary Events Presented Today,0.5714,"['new', 'issue', 'stressor', 'event']","['new', 'issue', 'stressor', 'event']","['event', 'extraordinary', 'present', 'new', 'issue', 'today', 'stressor']",PARTIAL,textarea,False,False
diagnnostic_assessment,Diagnostic Assessment Update Required?,0.25,['assessment'],"['assessment', 'diagnnostic']","['update', 'assessment', 'require', 'diagnostic']",LOW,textarea,False,False
brief_mental_status_exam,Brief Mental Status Exam,1.0,"['status', 'brief', 'mental', 'exam']","['status', 'brief', 'mental', 'exam']","['status', 'brief', 'mental', 'exam']",HIGH,textarea,False,False
client_presents_danger_to_others,Client presents as a danger to:,1.0,"['present', 'danger', 'client']","['other', 'present', 'danger', 'client']","['present', 'danger', 'client']",HIGH,textarea,False,False
client_presents_danger_in_form_of,Danger is in the form of:,1.0,"['danger', 'form']","['present', 'form', 'danger', 'client']","['danger', 'form']",HIGH,textarea,False,False
interactive_complexity,"If yes, please select which were factors in today's visit and provide summary documentation",0.0,[],"['interactive', 'complexity']","['please', 'provide', 'which', 'factor', 'documentation', 'yes', 'if', 'visit', 'today', 'summary', 'select']",LOW,textarea,False,False
strengths,How client's strengths and assets will be used:,0.1667,['strength'],['strength'],"['strength', 'will', 'use', 'how', 'client', 'asset']",LOW,textarea,False,False
external_connections,How external resources/services support goals:,0.1667,['external'],"['external', 'connection']","['external', 'goal', 'how', 'service', 'support', 'resource']",LOW,textarea,False,False
problem_summary,Summarize the problem,0.5,['problem'],"['summary', 'problem']","['problem', 'summarize']",PARTIAL,textarea,False,False
goal,GOAL: State the goal in the client's own words:,0.2,['goal'],['goal'],"['goal', 'state', 'client', 'word', 'own']",LOW,textarea,False,False
indictaors_goal,Describe the indicators of goal achievement,0.25,['goal'],"['goal', 'indictaor']","['goal', 'indicator', 'achievement', 'describe']",LOW,textarea,False,False
mms_plan,MMS PLAN,1.0,"['plan', 'mms']","['plan', 'mms']","['plan', 'mms']",HIGH,textarea,False,False
documentation,Documentation,1.0,['documentation'],['documentation'],['documentation'],HIGH,textarea,False,False
mms_cpst_plan,MMS CPST PLAN:,1.0,"['plan', 'mms', 'cpst']","['plan', 'mms', 'cpst']","['plan', 'mms', 'cpst']",HIGH,textarea,False,False
additional_comments,Additional Comments,1.0,"['additional', 'comment']","['additional', 'comment']","['additional', 'comment']",HIGH,textarea,False,False
intervention_narrative,Intervention narrative:,1.0,"['intervention', 'narrative']","['intervention', 'narrative']","['intervention', 'narrative']",HIGH,textarea,False,False
client_response,Client response:,1.0,"['client', 'response']","['response', 'client']","['response', 'client']",HIGH,textarea,False,False
narrative,Presenting Issue. Clinical Observations. Therapist Interventions. Client Response. Follow-up Plan.,0.0,[],['narrative'],"['clinical', 'response', 'intervention', 'observation', 'up', 'plan', 'follow', 'present', 'issue', 'client', 'therapist']",LOW,textarea,False,False
presenting_issue,Presenting Issues by Client and Observation by Therapist:,0.4,"['present', 'issue']","['present', 'issue']","['observation', 'present', 'issue', 'client', 'therapist']",LOW,textarea,False,False
clinical_intervention,Clinical Intervention by Therapist:,0.6667,"['intervention', 'clinical']","['intervention', 'clinical']","['intervention', 'clinical', 'therapist']",PARTIAL,textarea,False,False
goal_objective_addressed,Goal/Objective addressed and progress toward achievement of Goal/Objective:,0.5,"['goal', 'objective', 'address']","['goal', 'objective', 'address']","['toward', 'address', 'goal', 'objective', 'progress', 'achievement']",PARTIAL,textarea,False,False
client_response,"Client Response (including motivation, obstacles/barriers):",0.3333,"['client', 'response']","['response', 'client']","['include', 'response', 'motivation', 'barrier', 'client', 'obstacle']",LOW,textarea,False,False
followup_plan,"Follow-up Plan (including assigned homework, recommendations, termination plan):",0.125,['plan'],"['plan', 'followup']","['include', 'termination', 'up', 'recommendation', 'plan', 'follow', 'homework', 'assign']",LOW,textarea,False,False
narrative,Narrative,1.0,['narrative'],['narrative'],['narrative'],HIGH,textarea,False,False
information_text,New Salient Information provided by client/family:,0.1667,['information'],"['information', 'text']","['information', 'salient', 'provide', 'family', 'new', 'client']",LOW,textarea,False,False
goals_text,Goal(s)/Objective(s) focused on in this session:,0.25,['goal'],"['goal', 'text']","['goal', 'objective', 'focused', 'session']",LOW,textarea,False,False
interventions_text,Interventions provided and client/family response:,0.2,['intervention'],"['intervention', 'text']","['provide', 'response', 'intervention', 'client', 'family']",LOW,textarea,False,False
narrative,Narrative,1.0,['narrative'],['narrative'],['narrative'],HIGH,textarea,False,False
description,Description of Acute Situation and RT Associated Behaviors/Complex Care Needed to Address:,0.1,['description'],['description'],"['situation', 'associate', 'need', 'complex', 'address', 'behavior', 'rt', 'care', 'acute', 'description']",LOW,textarea,False,False
rescommendations_outcome,Recommendation(s)/Outcome:,0.5,['outcome'],"['rescommendation', 'outcome']","['recommendation', 'outcome']",PARTIAL,textarea,False,False
goal_objective,Goal and Objective being Addressed :,0.6667,"['goal', 'objective']","['goal', 'objective']","['goal', 'objective', 'address']",PARTIAL,textarea,False,False
subjective,Subjective (Client's description of the problem):,0.25,['subjective'],['subjective'],"['subjective', 'description', 'problem', 'client']",LOW,textarea,False,False
objective,Objective (Objective observations of the client and problem):,0.25,['objective'],['objective'],"['problem', 'objective', 'observation', 'client']",LOW,textarea,False,False
progress_updates,"Progress and Updates Since Last Visit OR If Appointment No Show/Cancelled, MUST Document Follow Up:",0.1429,"['progress', 'update']","['progress', 'update']","['last', 'since', 'cancel', 'up', 'must', 'follow', 'update', 'progress', 'document', 'if', 'visit', 'appointment', 'show', 'no']",LOW,textarea,False,False
goals_objectives,Goals/Objectives from TX Plan Addressed Today:	,0.3333,"['goal', 'objective']","['goal', 'objective']","['plan', 'address', 'goal', 'objective', 'tx', 'today']",LOW,textarea,False,False
response_plan,Recipient Response/Plans Toward Goal(s):	,0.4,"['plan', 'response']","['plan', 'response']","['response', 'toward', 'plan', 'recipient', 'goal']",LOW,textarea,False,False
subjective,Subjective,1.0,['subjective'],['subjective'],['subjective'],HIGH,textarea,False,False
objective,Objective,1.0,['objective'],['objective'],['objective'],HIGH,textarea,False,False
participation,Please describe the youth & family's participation & response to the interventions above:,0.125,['participation'],['participation'],"['please', 'response', 'intervention', 'participation', 'above', 'family', 'describe', 'youth']",LOW,textarea,False,False
today_complaint,Today's Chief Complaint/Reason for Visit,0.4,"['today', 'complaint']","['today', 'complaint']","['reason', 'complaint', 'chief', 'visit', 'today']",LOW,textarea,False,False
history_illness,History of Present Illness,0.6667,"['history', 'illness']","['history', 'illness']","['illness', 'history', 'present']",PARTIAL,textarea,False,False
persons_present,Persons Present other than Consumer,0.4,"['present', 'person']","['present', 'person']","['than', 'other', 'person', 'present', 'consumer']",LOW,textarea,False,False
med_history,Medical/Psychiatric History,0.3333,['history'],"['me', 'history']","['medical', 'history', 'psychiatric']",LOW,textarea,False,False
fam_history,Family History,0.5,['history'],"['fam', 'history']","['history', 'family']",PARTIAL,textarea,False,False
social_history,Social/Substance/Legal History,0.5,"['social', 'history']","['social', 'history']","['social', 'history', 'substance', 'legal']",PARTIAL,textarea,False,False
side_effects,Side Effects,1.0,"['side', 'effect']","['side', 'effect']","['side', 'effect']",HIGH,textarea,False,False
review_comments,Review of Systems Comments,0.6667,"['review', 'comment']","['review', 'comment']","['system', 'review', 'comment']",PARTIAL,textarea,False,False
substance_hx,Substance Use Hx,0.6667,"['substance', 'hx']","['substance', 'hx']","['substance', 'hx', 'use']",PARTIAL,textarea,False,False
strength,Strengths,1.0,['strength'],['strength'],['strength'],HIGH,textarea,False,False
barriers,Barriers,1.0,['barrier'],['barrier'],['barrier'],HIGH,textarea,False,False
mental_status,Mental Status Exam,0.6667,"['status', 'mental']","['status', 'mental']","['status', 'mental', 'exam']",PARTIAL,textarea,False,False
si_comments,SI/HI Comments,0.6667,"['si', 'comment']","['si', 'comment']","['hi', 'si', 'comment']",PARTIAL,textarea,False,False
mse_comments,Mental status exam additional comments,0.2,['comment'],"['comment', 'mse']","['comment', 'exam', 'status', 'mental', 'additional']",LOW,textarea,False,False
associated_signs_systems,Associated signs/systems; other information,0.6,"['system', 'sign', 'associate']","['system', 'sign', 'associate']","['information', 'system', 'associate', 'other', 'sign']",PARTIAL,textarea,False,False
lab_comments,Lab Comments,1.0,"['comment', 'lab']","['comment', 'lab']","['comment', 'lab']",HIGH,textarea,False,False
information,Information and Education,0.5,['information'],['information'],"['information', 'education']",PARTIAL,textarea,False,False
counseling_comments,Counseling Activities Comments,0.6667,"['counsel', 'comment']","['counsel', 'comment']","['counsel', 'comment', 'activity']",PARTIAL,textarea,False,False
noncounseling_comments,Non Counseling Activities Comments,0.25,['comment'],"['noncounsele', 'comment']","['counsel', 'non', 'comment', 'activity']",LOW,textarea,False,False
treatment_plan,Plan,1.0,['plan'],"['plan', 'treatment']",['plan'],HIGH,textarea,False,False
intervention_or_activity,What was the intervention or activity?,0.6667,"['intervention', 'activity']","['intervention', 'activity']","['intervention', 'what', 'activity']",PARTIAL,textarea,False,False
client_response,What was the client's response?,0.6667,"['client', 'response']","['response', 'client']","['what', 'response', 'client']",PARTIAL,textarea,False,False
progress_towards_goal,Progress towards the goal?,1.0,"['progress', 'towards', 'goal']","['progress', 'towards', 'goal']","['progress', 'towards', 'goal']",HIGH,textarea,False,False
