report_class_id,organization_name,field_key,field_title,field_type,field_key_definition,row_id,field_key_exists_in_library_flag,structural_severity,semantic_severity,final_severity,reasons,normalized_field_key,validity_stats,token_valid_ratio,char_valid_ratio,valid_tokens,invalid_tokens,tokens,token_validity_ratio_label,containment_title,matched_tokens,key_tokens,title_tokens,containment_title_label,cosine_sim,cosine_verdict,nli_axis,nli_axis_label,len_ratio,facet_title_missing,facet_hard_mismatch,facet_partial_mismatch,facet_missing_context,facet_hidden_agent,facet_temporal_mismatch,facet_token_validity_issues
SCAMHCCMProgressNoteReport,South Central Alabama Mental Health,what_title,"What was discussed at this appointment? Address any changes to medications, Tx plan, referrals, etc.",checkbox,,600,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCCMProgressNoteReport,South Central Alabama Mental Health,session_notes_text,Session Notes*,textarea,,601,False,1.0,0.7493331156003299,0.9247999346800989,,session notes text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['session', 'notes', 'text'], 'invalid_tokens': [], 'tokens': ['session', 'notes', 'text']}",1.0,1.0,"['session', 'notes', 'text']",[],"['session', 'notes', 'text']",VALID,1.0,"['session', 'note']","['session', 'text', 'note']","['session', 'note']",HIGH,0.9193861484527588,HIGH,0.24505757021500754,Weak Match,0.6666666666666666,False,False,False,False,False,False,False
SCAMHCCMProgressNoteReport,South Central Alabama Mental Health,space_title,Click here if you need more space to document your session.,checkbox,,602,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCCMProgressNoteReport,South Central Alabama Mental Health,additional_information_title,Additional Information,checkbox,,603,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCCMProgressNoteReport,South Central Alabama Mental Health,additional_information_text,,textarea,,604,False,0.7,0.33281645212568456,0.5898449356377053,"title_missing, hard_mismatch",additional information text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['additional', 'information', 'text'], 'invalid_tokens': [], 'tokens': ['additional', 'information', 'text']}",1.0,1.0,"['additional', 'information', 'text']",[],"['additional', 'information', 'text']",VALID,0.0,[],"['information', 'text', 'additional']",['nan'],LOW,0.0970698669552803,LOW,0.012318306797001619,Uncertain,0.3333333333333333,True,True,False,False,False,False,False
SCAMHCCMProgressNoteReport,South Central Alabama Mental Health,progress,Progress*,radio,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties.",605,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCCMProgressNoteReport,South Central Alabama Mental Health,progress_text,,textarea,,606,False,0.7,0.3175937398579256,0.5852781219573776,"title_missing, hard_mismatch",progress text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'text'], 'invalid_tokens': [], 'tokens': ['progress', 'text']}",1.0,1.0,"['progress', 'text']",[],"['progress', 'text']",VALID,0.0,[],"['progress', 'text']",['nan'],LOW,0.1142597422003746,LOW,-0.055613942673955946,Uncertain,0.5,True,True,False,False,False,False,False
SCAMHCCMProgressNoteReport,South Central Alabama Mental Health,session_plan_title,What is your plan for the next session? Ex: 'Plan is to follow up weekly/biweekly/monthly/as needed with consumer '.,checkbox,,607,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCCMProgressNoteReport,South Central Alabama Mental Health,follow_up_title,Follow Up*,checkbox,,608,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCCMProgressNoteReport,South Central Alabama Mental Health,plan_title,Plan is to,checkbox,,609,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCCMProgressNoteReport,South Central Alabama Mental Health,plan_text,,textarea,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills.",610,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCICCProgressNoteReport,South Central Alabama Mental Health,where_title,"Where did this appointment take place? Ex: Met w/t consumer in her/his home, mental health office,etc.'",checkbox,,611,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCICCProgressNoteReport,South Central Alabama Mental Health,location_check,Location,checkbox,,612,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCICCProgressNoteReport,South Central Alabama Mental Health,location_text,Location,textarea,,613,False,1.0,0.5883783050267308,0.8765134915080192,,location text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['location', 'text'], 'invalid_tokens': [], 'tokens': ['location', 'text']}",1.0,1.0,"['location', 'text']",[],"['location', 'text']",VALID,1.0,['location'],"['text', 'location']",['location'],HIGH,0.4837784767150879,MEDIUM,0.1441492067073482,Uncertain,0.5,False,False,False,False,False,False,False
SCAMHCICCProgressNoteReport,South Central Alabama Mental Health,discussed_title,"	 What was discussed at this appointment? Address any changes to medications, Tx plan, referrals, etc.",checkbox,,614,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCICCProgressNoteReport,South Central Alabama Mental Health,session_check,Session Notes,checkbox,,615,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCICCProgressNoteReport,South Central Alabama Mental Health,session_text,Session Notes,textarea,,616,False,1.0,0.5530343274394256,0.8659102982318276,,session text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['session', 'text'], 'invalid_tokens': [], 'tokens': ['session', 'text']}",1.0,1.0,"['session', 'text']",[],"['session', 'text']",VALID,0.5,['session'],"['session', 'text']","['session', 'note']",PARTIAL,0.7649182677268982,MEDIUM,-0.0881371762621461,Uncertain,1.0,False,False,False,False,False,False,False
SCAMHCICCProgressNoteReport,South Central Alabama Mental Health,progress_radio,Progress,radio,,617,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCICCProgressNoteReport,South Central Alabama Mental Health,progress_text,Progress,textarea,,618,False,1.0,0.6529220811903889,0.8958766243571166,,progress text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'text'], 'invalid_tokens': [], 'tokens': ['progress', 'text']}",1.0,1.0,"['progress', 'text']",[],"['progress', 'text']",VALID,1.0,['progress'],"['progress', 'text']",['progress'],HIGH,0.6597945094108582,MEDIUM,0.1832790945571048,Uncertain,0.5,False,False,False,False,False,False,False
SCAMHCICCProgressNoteReport,South Central Alabama Mental Health,icc_radio,Is this the consumer's last ICC vsit today?,radio,,619,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCICCProgressNoteReport,South Central Alabama Mental Health,plan_title,What is your plan for the next session? Ex: 'Plan is to follow up weekly/biweekly/monthly/as needed with consumer '.,checkbox,,620,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCICCProgressNoteReport,South Central Alabama Mental Health,plan_check,Plan,checkbox,,621,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCICCProgressNoteReport,South Central Alabama Mental Health,plan_text,Plan,textarea,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills.",622,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCTherapyNoteReport,South Central Alabama Mental Health,focus_title,What was the purpose/focus of the session? Ex: 'Individual therapy focused on identifying two coping skills to decrease depression.',radio,,623,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCTherapyNoteReport,South Central Alabama Mental Health,focus_text,Focus of Session*,textarea,,624,False,1.0,0.5157587311689472,0.8547276193506841,temporal_mismatch,focus text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['focus', 'text'], 'invalid_tokens': [], 'tokens': ['focus', 'text']}",1.0,1.0,"['focus', 'text']",[],"['focus', 'text']",VALID,0.5,['focus'],"['focus', 'text']","['session', 'focus']",PARTIAL,0.5425053834915161,MEDIUM,0.010023720404974675,Uncertain,1.0,False,False,False,False,False,True,False
SCAMHCTherapyNoteReport,South Central Alabama Mental Health,session_title,"What was discussed in session? Address any changes to medications, Tx plan, referrals, etc. here. This is where you document anything that was discussed that does not fit into any of the other sections.",radio,,625,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCTherapyNoteReport,South Central Alabama Mental Health,session_text,Session Notes,textarea,,626,False,1.0,0.5530343274394256,0.8659102982318276,,session text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['session', 'text'], 'invalid_tokens': [], 'tokens': ['session', 'text']}",1.0,1.0,"['session', 'text']",[],"['session', 'text']",VALID,0.5,['session'],"['session', 'text']","['session', 'note']",PARTIAL,0.7649182677268982,MEDIUM,-0.0881371762621461,Uncertain,1.0,False,False,False,False,False,False,False
SCAMHCTherapyNoteReport,South Central Alabama Mental Health,interventions_title,"What did you do with the consumer? How did they respond? Ex: 'Explored and discussed coping skills with consumer. Consumer identified 3 coping skills: reading, drawing, and exercising.'",radio,,627,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCTherapyNoteReport,South Central Alabama Mental Health,interventions_text,Interventions Used/Response to Interventions*,textarea,,628,False,1.0,0.5703130615328285,0.8710939184598485,partial_mismatch,interventions text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['interventions', 'text'], 'invalid_tokens': [], 'tokens': ['interventions', 'text']}",1.0,1.0,"['interventions', 'text']",[],"['interventions', 'text']",VALID,0.3333,['intervention'],"['intervention', 'text']","['use', 'intervention', 'response']",LOW,0.7419379353523254,MEDIUM,0.04800560309043632,Uncertain,1.5,False,False,True,False,False,False,False
SCAMHCTherapyNoteReport,South Central Alabama Mental Health,progress_title,Did they make progress towards the goal addressed? Be sure it matches your entry above. Ex:'Minimal progress noted AEB consumer identifying only 1 coping skill to decrease depression.',radio,,629,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCTherapyNoteReport,South Central Alabama Mental Health,progress_text,Progress*,textarea,,630,False,1.0,0.673617079261451,0.9020851237784353,,progress text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'text'], 'invalid_tokens': [], 'tokens': ['progress', 'text']}",1.0,1.0,"['progress', 'text']",[],"['progress', 'text']",VALID,1.0,['progress'],"['progress', 'text']",['progress'],HIGH,0.6597945094108582,MEDIUM,0.2522624214606449,Weak Match,0.5,False,False,False,False,False,False,False
SCAMHCTherapyNoteReport,South Central Alabama Mental Health,risk,High Risk Indicators (check all that apply):,checkbox,,631,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCTherapyNoteReport,South Central Alabama Mental Health,plan_title,What is your plan for the next session? Ex: 'Plan is to continue individual therapy in two weeks on identifying 2 people in her support system.'.,radio,,632,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAMHCTherapyNoteReport,South Central Alabama Mental Health,plan_text,Plan*,textarea,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills.",633,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHRCdbtReport,SCHRC,narrative_text,Content of session/Narrative,textarea,,635,False,1.0,0.6166172991035256,0.8849851897310577,"partial_mismatch, temporal_mismatch",narrative text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['narrative', 'text'], 'invalid_tokens': [], 'tokens': ['narrative', 'text']}",1.0,1.0,"['narrative', 'text']",[],"['narrative', 'text']",VALID,0.3333,['narrative'],"['narrative', 'text']","['session', 'content', 'narrative']",LOW,0.7015596032142639,MEDIUM,0.2427313937974882,Weak Match,1.5,False,False,True,False,False,True,False
SCHRCIndividualReport,SCHRC,session_content,Session Content,textarea,,636,False,1.0,0.8562141847243948,0.9568642554173183,,session content,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['session', 'content'], 'invalid_tokens': [], 'tokens': ['session', 'content']}",1.0,1.0,"['session', 'content']",[],"['session', 'content']",VALID,1.0,"['session', 'content']","['session', 'content']","['session', 'content']",HIGH,1.0000001192092896,HIGH,0.5207138298720267,Weak Match,1.0,False,False,False,False,False,False,False
ShawneeProgressNoteReport,Shawnee Family Health Center,screening,Review of Screening Tools,textarea,,637,False,1.0,0.55353494752862,0.866060484258586,partial_mismatch,screening,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['screening'], 'invalid_tokens': [], 'tokens': ['screening']}",1.0,1.0,['screening'],[],['screening'],VALID,0.3333,['screen'],['screen'],"['tool', 'screen', 'review']",LOW,0.5021588802337646,MEDIUM,0.23185761152830225,Weak Match,1.5,False,False,True,False,False,False,False
ShawneeProgressNoteReport,Shawnee Family Health Center,summary,Session Summary:,textarea,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.,638,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShawneeProgressNoteReport,Shawnee Family Health Center,progress,Progress,textarea,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties.",639,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShawneeProgressNoteReport,Shawnee Family Health Center,intervention,Next Planned Intervention/Next Steps,textarea,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals.",640,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpindletopcbtcptReport,Spindletop,subjective,"Subjective Data (on a patient's feelings, experiences, or thoughts, such as direct quotes or their observations) *",textarea,,641,False,1.0,0.5758777887884772,0.872763336636543,"hard_mismatch, hidden_agent",subjective,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['subjective'], 'invalid_tokens': [], 'tokens': ['subjective']}",1.0,1.0,['subjective'],[],['subjective'],VALID,0.0909,['subjective'],['subjective'],"['their', 'subjective', 'data', 'direct', 'quote', 'observation', 'thought', 'experience', 'such', 'feeling', 'patient']",LOW,0.39484313130378723,LOW,0.49444949799113647,Weak Match,1.5,False,True,False,False,True,False,False
SpindletopcbtcptReport,Spindletop,objective,"Objective Data (regarding the client's mental or general health status, e.g., details from their therapy appointment) *",textarea,,642,False,1.0,0.4266537371568435,0.827996121147053,"hard_mismatch, hidden_agent",objective,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['objective'], 'invalid_tokens': [], 'tokens': ['objective']}",1.0,1.0,['objective'],[],['objective'],VALID,0.0769,['objective'],['objective'],"['their', 'eg', 'detail', 'objective', 'therapy', 'general', 'appointment', 'regard', 'datum', 'status', 'client', 'mental', 'health']",LOW,0.22658872604370117,LOW,0.1699570644791107,Uncertain,1.5,False,True,False,False,True,False,False
SpindletopcbtcptReport,Spindletop,assessment,Assessment Information (that integrates subjective and objective details with a therapist's professional interpretation) *,textarea,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools..",643,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpindletopcbtcptReport,Spindletop,progress,Progress Towards Recovery Plan Objectives *,textarea,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties.",644,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpindletopCrisisFollowUpReport,Spindletop,assessment,Assessment of current crisis elements,textarea,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools..",645,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpindletopCrisisFollowUpReport,Spindletop,review,"Review of previous assessment, including progress",textarea,,646,False,1.0,0.6328732181688924,0.8898619654506676,partial_mismatch,review,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['review'], 'invalid_tokens': [], 'tokens': ['review']}",1.0,1.0,['review'],[],['review'],VALID,0.2,['review'],['review'],"['progress', 'previous', 'include', 'assessment', 'review']",LOW,0.46022021770477295,MEDIUM,0.5826905095248683,Weak Match,1.5,False,False,True,False,False,False,False
SpindletopCrisisFollowUpReport,Spindletop,needs_barriers,Review of needs and barriers,textarea,,647,False,1.0,0.6099124571377701,0.882973737141331,missing_context,needs barriers,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['needs', 'barriers'], 'invalid_tokens': [], 'tokens': ['needs', 'barriers']}",1.0,1.0,"['needs', 'barriers']",[],"['needs', 'barriers']",VALID,0.6667,"['need', 'barrier']","['need', 'barrier']","['need', 'review', 'barrier']",PARTIAL,0.6123260259628296,MEDIUM,0.1984821644964043,Uncertain,1.5,False,False,False,True,False,False,False
SpindletopCrisisFollowUpReport,Spindletop,assign,Assign Follow-up Tasks:,textarea,,648,False,1.0,0.7151125333978189,0.9145337600193456,partial_mismatch,assign,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['assign'], 'invalid_tokens': [], 'tokens': ['assign']}",1.0,1.0,['assign'],[],['assign'],VALID,0.25,['assign'],['assign'],"['task', 'follow', 'up', 'assign']",LOW,0.5544752478599548,MEDIUM,0.7458998634661085,Exact Match,1.5,False,False,True,False,False,False,False
SpindletopMHPATHReport,Spindletop,outreach_info,Outreach Information,textarea,,649,False,1.0,0.8958410330387179,0.9687523099116153,,outreach info,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['outreach', 'info'], 'invalid_tokens': [], 'tokens': ['outreach', 'info']}",1.0,1.0,"['outreach', 'info']",[],"['outreach', 'info']",VALID,1.0,"['information', 'outreach']","['information', 'outreach']","['information', 'outreach']",HIGH,1.0,HIGH,0.6528034434623932,Exact Match,1.0,False,False,False,False,False,False,False
SpindletopMHPAYAReport,Spindletop,desc_details,Describe details of PAYA service,textarea,,650,False,0.5,0.6573889392293323,0.5472166817687997,"hard_mismatch, token_validity_issues",desc details,"{'token_valid_ratio': 0.5, 'char_valid_ratio': 0.6364, 'valid_tokens': ['details'], 'invalid_tokens': ['desc'], 'tokens': ['desc', 'details']}",0.5,0.6364,['details'],['desc'],"['desc', 'details']",INVALID,0.25,['detail'],"['detail', 'desc']","['describe', 'paya', 'detail', 'service']",LOW,0.3624833822250366,LOW,0.7454797485394044,Exact Match,1.5,False,True,False,False,False,False,True
SpindletopMHPAYAReport,Spindletop,clin_obs,Clinical Observations,textarea,,651,False,0.0,0.5191113268228904,0.15573339804686712,"hard_mismatch, token_validity_issues",clin obs,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['clin', 'obs'], 'tokens': ['clin', 'obs']}",0.0,0.0,[],"['clin', 'obs']","['clin', 'obs']",INVALID,0.0,[],"['obs', 'clin']","['clinical', 'observation']",LOW,0.2080388367176056,LOW,0.5223322526920292,Weak Match,1.0,False,True,False,False,False,False,True
SpindletopMHPAYAReport,Spindletop,client_response,Client Responses,textarea,,652,False,1.0,0.8904527948349038,0.9671358384504711,,client response,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['client', 'response'], 'invalid_tokens': [], 'tokens': ['client', 'response']}",1.0,1.0,"['client', 'response']",[],"['client', 'response']",VALID,1.0,"['client', 'response']","['client', 'response']","['client', 'response']",HIGH,1.0,HIGH,0.6348426494496794,Exact Match,1.0,False,False,False,False,False,False,False
SpindletopMHPAYAReport,Spindletop,progress_towards,Progress Towards Recovery Plan Objectives,textarea,,653,False,1.0,0.5751258102419532,0.8725377430725859,hard_mismatch,progress towards,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'towards'], 'invalid_tokens': [], 'tokens': ['progress', 'towards']}",1.0,1.0,"['progress', 'towards']",[],"['progress', 'towards']",VALID,0.4,"['progress', 'towards']","['progress', 'towards']","['objective', 'progress', 'towards', 'recovery', 'plan']",LOW,0.30522358417510986,LOW,0.47852911663140074,Weak Match,1.5,False,True,False,False,False,False,False
SpindletopMHPAYAReport,Spindletop,timelines,Timelines for Next Service,textarea,,654,False,0.0,0.6740253982547875,0.20220761947643623,"partial_mismatch, temporal_mismatch, token_validity_issues",timelines,"{'token_valid_ratio': 0.0, 'char_valid_ratio': 0.0, 'valid_tokens': [], 'invalid_tokens': ['timelines'], 'tokens': ['timelines']}",0.0,0.0,[],['timelines'],['timelines'],INVALID,0.3333,['timeline'],['timeline'],"['next', 'timeline', 'service']",LOW,0.685977578163147,MEDIUM,0.44967374935281135,Weak Match,1.5,False,False,True,False,False,True,True
SpindletopMHPAYAReport,Spindletop,what_actions,What actions should the individual complete before next service?,textarea,,655,False,1.0,0.6421052459506393,0.8926315737851918,"hard_mismatch, temporal_mismatch",what actions,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['what', 'actions'], 'invalid_tokens': [], 'tokens': ['what', 'actions']}",1.0,1.0,"['what', 'actions']",[],"['what', 'actions']",VALID,0.25,"['what', 'action']","['what', 'action']","['should', 'next', 'individual', 'complete', 'before', 'what', 'service', 'action']",LOW,0.3740231990814209,LOW,0.68299428742071,Exact Match,1.5,False,True,False,False,False,True,False
SpindletopskillsReport,Spindletop,objective,Note Address Which PCRP Objective,textarea,,656,False,1.0,0.502348080322048,0.8507044240966144,hard_mismatch,objective,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['objective'], 'invalid_tokens': [], 'tokens': ['objective']}",1.0,1.0,['objective'],[],['objective'],VALID,0.2,['objective'],['objective'],"['pcrp', 'which', 'objective', 'address', 'note']",LOW,0.3403114974498749,LOW,0.26751543695695185,Weak Match,1.5,False,True,False,False,False,False,False
SpindletopskillsReport,Spindletop,details,Describe details of the training service,textarea,,657,False,1.0,0.6340013794226014,0.8902004138267804,partial_mismatch,details,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['details'], 'invalid_tokens': [], 'tokens': ['details']}",1.0,1.0,['details'],[],['details'],VALID,0.25,['detail'],['detail'],"['describe', 'detail', 'service', 'training']",LOW,0.42775237560272217,MEDIUM,0.6022522224726159,Exact Match,1.5,False,False,True,False,False,False,False
SpindletopskillsReport,Spindletop,observations,Clinical Observations,textarea,,658,False,1.0,0.7338536994626186,0.9201561098387855,,observations,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['observations'], 'invalid_tokens': [], 'tokens': ['observations']}",1.0,1.0,['observations'],[],['observations'],VALID,0.5,['observation'],['observation'],"['clinical', 'observation']",PARTIAL,0.6187335252761841,MEDIUM,0.6607788062658776,Exact Match,1.5,False,False,False,False,False,False,False
SpindletopskillsReport,Spindletop,responses,Client Responses,textarea,,659,False,1.0,0.6589154024881936,0.897674620746458,"missing_context, hidden_agent",responses,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['responses'], 'invalid_tokens': [], 'tokens': ['responses']}",1.0,1.0,['responses'],[],['responses'],VALID,0.5,['response'],['response'],"['client', 'response']",PARTIAL,0.5643280148506165,MEDIUM,0.465389993443362,Weak Match,1.5,False,False,False,True,True,False,False
SpindletopskillsReport,Spindletop,progress,Progress Towards Recovery Plan Objectives,textarea,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties.",660,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpindletopskillsReport,Spindletop,timeline,Timelines for Next Service,textarea,,661,False,1.0,0.6111933798306882,0.8833580139492064,"partial_mismatch, temporal_mismatch",timeline,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['timeline'], 'invalid_tokens': [], 'tokens': ['timeline']}",1.0,1.0,['timeline'],[],['timeline'],VALID,0.3333,['timeline'],['timeline'],"['next', 'timeline', 'service']",LOW,0.685977578163147,MEDIUM,0.24023368793914743,Weak Match,1.5,False,False,True,False,False,True,False
StAnnesAssessmentReport,St Annes,intervention_text,Intervention,textarea,,662,False,1.0,0.6588530827759667,0.89765592483279,,intervention text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['intervention', 'text'], 'invalid_tokens': [], 'tokens': ['intervention', 'text']}",1.0,1.0,"['intervention', 'text']",[],"['intervention', 'text']",VALID,1.0,['intervention'],"['intervention', 'text']",['intervention'],HIGH,0.7627305388450623,MEDIUM,0.10011307040816018,Uncertain,0.5,False,False,False,False,False,False,False
StAnnesAssessmentReport,St Annes,response_text,Response,textarea,,663,False,1.0,0.6240718113614854,0.8872215434084456,,response text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['response', 'text'], 'invalid_tokens': [], 'tokens': ['response', 'text']}",1.0,1.0,"['response', 'text']",[],"['response', 'text']",VALID,1.0,['response'],"['text', 'response']",['response'],HIGH,0.5972065329551697,MEDIUM,0.14969950491644854,Uncertain,0.5,False,False,False,False,False,False,False
StAnnesAssessmentReport,St Annes,progress_text,Progress,textarea,,664,False,1.0,0.6529220811903889,0.8958766243571166,,progress text,"{'token_valid_ratio': 1.0, 'char_valid_ratio': 1.0, 'valid_tokens': ['progress', 'text'], 'invalid_tokens': [], 'tokens': ['progress', 'text']}",1.0,1.0,"['progress', 'text']",[],"['progress', 'text']",VALID,1.0,['progress'],"['progress', 'text']",['progress'],HIGH,0.6597945094108582,MEDIUM,0.1832790945571048,Uncertain,0.5,False,False,False,False,False,False,False
StAnnesAssessmentReport,St Annes,plan_text,Plan,textarea,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills.",665,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
