report_class_id,field_key,field_title,field_type,field_key exists in field_key_library?,field_key_definition
PbhsudprogressnoteReport,description,Description:,textarea,FALSE,
PbhsudprogressnoteReport,assessment_radio,Assessment?,radio,FALSE,
PbhsudprogressnoteReport,assessment_text,Assessment:,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, prevalent mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results."
PbhsudprogressnoteReport,plan_radio,Plan?,radio,FALSE,
PbhsudprogressnoteReport,plan_text,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
PivotalMedicationReviewNoteReport,persons_present,Persons Present,textarea,FALSE,
PivotalMedicationReviewNoteReport,interval_history,Interval History,textarea,TRUE,"This field in a clinical note is typically used to capture the important developments during a certain time frame in the client's life. Professionals may include the client's emotional state, significant life events, or any changes in their living situation."
PivotalMedicationReviewNoteReport,changes_previous_previous_visit,Changes from Previous Visit,textarea,FALSE,
PivotalMedicationReviewNoteReport,mental_status_exam,Mental Status Exam,textarea,FALSE,
PivotalMedicationReviewNoteReport,labs,Labs,textarea,FALSE,
PivotalMedicationReviewNoteReport,medical_conditions,Medical Conditions,textarea,FALSE,
PivotalMedicationReviewNoteReport,psychiatric_recommendations_medication_side_effects,"Psychiatric Recommendations including Justification of Medication, Side Effects, and Adverse Reactions",textarea,FALSE,
RadiantHealthGroupNoteIndividualFocusReport,client_participation,,checkbox,FALSE,
RadiantHealthGroupNoteIndividualFocusReport,client_participation_text,,textarea,FALSE,
RadiantHealthGroupNoteIndividualFocusReport,plan,Plan:*,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
RadiantHealthGroupNoteIndividualFocusReport,group_focus,Group Focus*,textarea,FALSE,
RadiantHealthTherapyNoteReport,status,,checkbox,FALSE,
RadiantHealthTherapyNoteReport,status_text,,textarea,FALSE,
RadiantHealthTherapyNoteReport,summary,,checkbox,TRUE,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.
RadiantHealthTherapyNoteReport,summary_text,,textarea,FALSE,
RadiantHealthTherapyNoteReport,plan,,checkbox,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
RadiantHealthTherapyNoteReport,plan_text,,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
RediscoverRedHealthClubReport,situation_text,Situation,textarea,FALSE,
RediscoverRedHealthClubReport,intervention_text,Intervention,textarea,FALSE,
RediscoverRedHealthClubReport,response_text,Response,textarea,FALSE,
RediscoverRedHealthClubReport,progress_text,Progress,textarea,FALSE,
RedOakBHReport,changes_in_mse,Changes in MSE or New Issues Presented in today's session,textarea,FALSE,
RedOakBHReport,session_objective,Session Objective/Notes,textarea,FALSE,
RegionTenCoordinatorNoteReport,narrative,Narrative*,textarea,FALSE,
RegionTenCoordinatorNoteReport,narrative_duplicate,Narrative*,checkbox,FALSE,
RegionTenCrisisReport,presenting_problem,PRESENTING PROBLEM*,textarea,TRUE,"This field in a clinical note encapsulates the key issues or challenges that the patient is facing, prompting the need for the psychological or mental health treatment. This field may contain descriptions of the patient's current symptoms, previous diagnosis, emotional experiences, behaviors and cognitive perceptions relevant to the situation they seek therapy for. Often, it includes direct quotes from clients to capture their personal experiences and perspectives alongside observations made by the healthcare provider. This can range from coping with trauma, struggling with substance misuse, experiencing mental health conditions such as depression, anxiety , bipolar etc. It may describe the client's current condition and it may also describe the history of the client's condition and how they have dealt with it in the past, leading up to this specific therapy endeavor."
RegionTenCrisisReport,presenting_problem_duplicate,PRESENTING PROBLEM*,checkbox,FALSE,
RegionTenCrisisReport,support_offered,Support Offered,textarea,FALSE,
RegionTenCrisisReport,support_offered,Support Offered,checkbox,FALSE,
RegionTenIDDDTCMOnSiteReport,comments,Observations comments,textarea,TRUE,"This field allows healthcare professionals to capture supplementary information at their discretion, without categorical limitations but may often include information not covered by other fields, or issues that require extra emphasis."
RegionTenIDDDTCMOnSiteReport,comments_duplicate,Observations comments,checkbox,FALSE,
RegionTenIDDDTCMOnSiteReport,response_outcome,Response/Outcome,textarea,FALSE,
RegionTenIDDDTCMOnSiteReport,response_outcome_duplicate,Response/Outcome,checkbox,FALSE,
RegionTenIDDDTCMOnSiteReport,response_outcome_instructions,Provide a brief summary of the visit and then document full details within the ISP.,checkbox,FALSE,
RegionTenIDDDTCMOnSiteReport,next_steps,Next Steps,textarea,TRUE,"The 'Next Steps' field is typically used to note the planned activities or interventions following a clinical session. This could include information about future appointments, client's intent, means, or plan for the future. It can also indicate if there are no additional steps reported at the time of recording. This field is essential for continuity of care and follow-up planning."
RegionTenIDDDTCMOnSiteReport,next_steps_duplicate,Next Steps,checkbox,FALSE,
RegionTenIndividualTherapyPNReport,face_to_face_services_only,Face To Face Services Only,checkbox,FALSE,
RegionTenIndividualTherapyPNReport,face_to_face_services_only_duplicate,Face To Face Services Only,checkbox,FALSE,
RegionTenIndividualTherapyPNReport,new_information_interim_updates,New Information / Interim Updates,textarea,FALSE,
RegionTenIndividualTherapyPNReport,new_information_interim_updates_duplicate,New Information / Interim Updates,checkbox,FALSE,
RegionTenIndividualTherapyPNReport,new_information_interim_updates_instructions,How are you doing today?,checkbox,FALSE,
RegionTenIndividualTherapyPNReport,clinical_interventions_consumer_response_progress_towards_goals,Clinical Interventions / Consumer Response / Progress Towards Goals,textarea,FALSE,
RegionTenIndividualTherapyPNReport,clinical_interventions_consumer_response_progress_towards_goals_duplicate,Clinical Interventions / Consumer Response / Progress Towards Goals,checkbox,FALSE,
RegionTenIndividualTherapyPNReport,clinical_interventions_consumer_response_progress_towards_goals_instructions,Let's review what we worked on today.,checkbox,FALSE,
RegionTenIndividualTherapyPNReport,response_outcome,Response/Outcome,textarea,FALSE,
RegionTenIndividualTherapyPNReport,response_outcome_duplicate,Response/Outcome,checkbox,FALSE,
RegionTenIndividualTherapyPNReport,next_steps,Next Steps,textarea,TRUE,"The 'Next Steps' field is typically used to note the planned activities or interventions following a clinical session. This could include information about future appointments, client's intent, means, or plan for the future. It can also indicate if there are no additional steps reported at the time of recording. This field is essential for continuity of care and follow-up planning."
RegionTenIndividualTherapyPNReport,next_steps_duplicate,Next Steps,checkbox,FALSE,
RegionTenIndividualTherapyPNReport,next_steps_instructions,What are our plans for continuing work?,checkbox,FALSE,
RenewCrisisPeerService,assessment,Assessment,checkbox,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
RenewCrisisPeerService,assessment_text,,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, prevalent mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results."
RenewReport,data,DATA - Provide a description of the content of service encounter and any evidence based practice used during the encounter.,checkbox,TRUE,"The Field ‘data' contains the main topics covered in the session. This field is like a summary of the session and can cover a wide array of topics, but should focus primarily on the topics discussed, and less on things outside the session such as planning and homework. Most likely will contain the topics brought up by the client, interactions between therapist and client, client’s state and treatment goals."
RenewReport,data_text,,textarea,TRUE,"This field delineates the content and context of a clinical session or interaction between a healthcare professional and a client. It serves as a comprehensive review of information gathered during the session, primarily comprising descriptive and factual client self-reported data. This encompasses crucial details such as meeting goals, the client's current state of mind, topics discussed, actions taken, as well as the client's reactions and feelings. The purpose of this field is to document individualized services provided to clients, capturing their personal experiences, lifestyle adjustments, and both triumphs and challenges faced during the covered timeframe. Additionally, it addresses any changes in the client's situation, including logistical changes, and documents the professional's interventions to meet the client's needs."
RenewReport,assessment,ASSESSMENT - Provide a description of the individual's current status in regards to progress toward ISP goals.,checkbox,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
RenewReport,assessment_text,,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, prevalent mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results."
RenewReport,plan,"PLAN - Provide a description of the plan for the immediate future or next session including any homework provided, etc.",checkbox,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
RenewReport,plan_text,,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
RiverviewCMReport,party_chk,,checkbox,FALSE,
RiverviewCMReport,party_txt,,textarea,FALSE,
RiverviewCMReport,case_chk,,checkbox,FALSE,
RiverviewCMReport,case_txt,,textarea,FALSE,
RiverviewITReport,indiv_chk,,checkbox,FALSE,
RiverviewITReport,indiv_txt,,textarea,FALSE,
RiverviewITReport,activity_chk,,checkbox,FALSE,
RiverviewITReport,activity_txt,,textarea,FALSE,
RiverviewITReport,response_chk,,checkbox,FALSE,
RiverviewITReport,response_txt,,textarea,FALSE,
RiverviewITReport,plan_chk,,checkbox,FALSE,
RiverviewITReport,plan_txt,,textarea,FALSE,
RSNWOprogressnoteReport,responsetointervention,Response to Intervention/Progress Toward Goals and Objectives,textarea,FALSE,
RSNWOprogressnoteReport,additionalinfo,Additional Information/Plan (if applicable),textarea,FALSE,
RutlandCommunitySupportReport,clinical_interventions_purpose_response,Clinical Interventions & Activity/Purpose & Individual/Family Response *,textarea,TRUE,"This field records the clinical interventions implemented during the session and their purpose. It captures the activities undertaken or topics worked on with the client or family. Additionally, it documents the responses of the individual or parent/guardian during the session, their perceived value, and usefulness of the session. It aims to understand whether the session was helpful in any way and how the client or family members reacted to the interventions."
RutlandCommunitySupportReport,clinical_interventions_instructions,What clinical interventions did you use and what did you do / work on? Based on your observation...How did the individual / parent guardian respond during the session? Was it helpful to them? Any value?,checkbox,FALSE,
RutlandCommunitySupportReport,clinical_interventions_purpose_response_duplicate,Clinical Interventions & Activity/Purpose & Individual/Family Response *,checkbox,FALSE,
RutlandCommunitySupportReport,assessment_progress,Assessment of Progress Towards the Treatment Goal*,textarea,TRUE,This field evaluates the client's progress towards their treatment goal. It documents the ongoing assessment of the client's movement towards achieving their set targets in the treatment.
RutlandCommunitySupportReport,assessment_progress_instructions,Record assessment of progress toward the treatment goal,checkbox,FALSE,
RutlandCommunitySupportReport,assessment_progress_duplicate,Assessment of Progress Towards the Treatment Goal*,checkbox,FALSE,
RutlandCommunitySupportReport,plan,Plan*,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
RutlandCommunitySupportReport,plan_instructions,Plan of ongoing needs for continued intervention and plan for next steps,checkbox,FALSE,
RutlandCommunitySupportReport,plan_duplicate,Plan*,checkbox,FALSE,
RutlandEstablishedPatientReport,Chief_Comptxt,,textarea,FALSE,
RutlandEstablishedPatientReport,Chief_Comp,,checkbox,FALSE,
RutlandEstablishedPatientReport,Med_Rectxt,,textarea,FALSE,
RutlandEstablishedPatientReport,Med_Rec,,checkbox,FALSE,
RutlandEstablishedPatientReport,F_Historytxt,,textarea,FALSE,
RutlandEstablishedPatientReport,F_History,,checkbox,FALSE,
RutlandEstablishedPatientReport,Assessment_Plantxt,,textarea,FALSE,
RutlandEstablishedPatientReport,Assessment_Plan,,checkbox,FALSE,
RutlandPsychotherapyReport,current_issues,Current Issues Addressed:*,textarea,FALSE,
RutlandPsychotherapyReport,current_issues_duplicate,Current Issues Addressed:*,checkbox,FALSE,
RutlandPsychotherapyReport,interventions,Clinical Interventions Used:*,textarea,TRUE,"The Field ‘interventions' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
RutlandPsychotherapyReport,interventions_duplicate,Clinical Interventions Used:*,checkbox,FALSE,
RutlandPsychotherapyReport,observations,Observations Made of Individual:*,textarea,FALSE,
RutlandPsychotherapyReport,observations_duplicate,Observations Made of Individual:*,checkbox,FALSE,
RutlandPsychotherapyReport,assessment,Clinical Assessment of Issues:*,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
RutlandPsychotherapyReport,assessment_duplicate,Clinical Assessment of Issues:*,checkbox,FALSE,
RutlandPsychotherapyReport,plan_treatment,Specific Plan for Ongoing Treatment or Follow up Needed,textarea,FALSE,
RutlandPsychotherapyReport,plan_treatment_duplicate,Specific Plan for Ongoing Treatment or Follow up Needed,checkbox,FALSE,
RutlandServicePlanReport,activity_observations,Activity & Observations *,textarea,FALSE,
RutlandServicePlanReport,activity_observations_instructions,Summarize your activity which is consistent with treatment goals. Summarize observations of case management contacts that may impact treatment.,checkbox,FALSE,
RutlandServicePlanReport,activity_observations_duplicate,Activity & Observations *,checkbox,FALSE,
RutlandServicePlanReport,assessment,Assessment*,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
RutlandServicePlanReport,assessment_instructions,The assessed effects of service planning and coordination activities and any progress toward treatment goals.,checkbox,FALSE,
RutlandServicePlanReport,assessment_duplicate,Assessment*,checkbox,FALSE,
RutlandServicePlanReport,plan,Plan*,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
RutlandServicePlanReport,plan_instructions,A description of ongoing needs and plan for case management services,checkbox,FALSE,
RutlandServicePlanReport,plan_duplicate,Plan*,checkbox,FALSE,
SanLuisProgressReport,riskassessment,Risk Assessment,textarea,FALSE,
SanLuisProgressReport,progress,Progress,textarea,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
SanLuisProgressReport,plan,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
SCAMHCCMProgressNoteReport,where_title,"Where did this appointment take place? Ex: Met w/t consumer in her/his home, mental health office,etc.'",checkbox,FALSE,
SCAMHCCMProgressNoteReport,location_text,Location*,textarea,FALSE,
SCAMHCCMProgressNoteReport,services_rendered,Services Rendered,checkbox,FALSE,
SCAMHCCMProgressNoteReport,care_coordination_text,Care Coordination/Consultation,textarea,FALSE,
SCAMHCCMProgressNoteReport,what_title,"What was discussed at this appointment? Address any changes to medications, Tx plan, referrals, etc.",checkbox,FALSE,
SCAMHCCMProgressNoteReport,session_notes_text,Session Notes*,textarea,FALSE,
SCAMHCCMProgressNoteReport,space_title,Click here if you need more space to document your session.,checkbox,FALSE,
SCAMHCCMProgressNoteReport,additional_information_title,Additional Information,checkbox,FALSE,
SCAMHCCMProgressNoteReport,additional_information_text,,textarea,FALSE,
SCAMHCCMProgressNoteReport,progress,Progress*,radio,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
SCAMHCCMProgressNoteReport,progress_text,,textarea,FALSE,
SCAMHCCMProgressNoteReport,session_plan_title,What is your plan for the next session? Ex: 'Plan is to follow up weekly/biweekly/monthly/as needed with consumer '.,checkbox,FALSE,
SCAMHCCMProgressNoteReport,follow_up_title,Follow Up*,checkbox,FALSE,
SCAMHCCMProgressNoteReport,plan_title,Plan is to,checkbox,FALSE,
SCAMHCCMProgressNoteReport,plan_text,,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
SCAMHCICCProgressNoteReport,where_title,"Where did this appointment take place? Ex: Met w/t consumer in her/his home, mental health office,etc.'",checkbox,FALSE,
SCAMHCICCProgressNoteReport,location_check,Location,checkbox,FALSE,
SCAMHCICCProgressNoteReport,location_text,Location,textarea,FALSE,
SCAMHCICCProgressNoteReport,discussed_title,"	 What was discussed at this appointment? Address any changes to medications, Tx plan, referrals, etc.",checkbox,FALSE,
SCAMHCICCProgressNoteReport,session_check,Session Notes,checkbox,FALSE,
SCAMHCICCProgressNoteReport,session_text,Session Notes,textarea,FALSE,
SCAMHCICCProgressNoteReport,progress_radio,Progress,radio,FALSE,
SCAMHCICCProgressNoteReport,progress_text,Progress,textarea,FALSE,
SCAMHCICCProgressNoteReport,icc_radio,Is this the consumer's last ICC vsit today?,radio,FALSE,
SCAMHCICCProgressNoteReport,plan_title,What is your plan for the next session? Ex: 'Plan is to follow up weekly/biweekly/monthly/as needed with consumer '.,checkbox,FALSE,
SCAMHCICCProgressNoteReport,plan_check,Plan,checkbox,FALSE,
SCAMHCICCProgressNoteReport,plan_text,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
SCAMHCTherapyNoteReport,focus_title,What was the purpose/focus of the session? Ex: 'Individual therapy focused on identifying two coping skills to decrease depression.',radio,FALSE,
SCAMHCTherapyNoteReport,focus_text,Focus of Session*,textarea,FALSE,
SCAMHCTherapyNoteReport,session_title,"What was discussed in session? Address any changes to medications, Tx plan, referrals, etc. here. This is where you document anything that was discussed that does not fit into any of the other sections.",radio,FALSE,
SCAMHCTherapyNoteReport,session_text,Session Notes,textarea,FALSE,
SCAMHCTherapyNoteReport,interventions_title,"What did you do with the consumer? How did they respond? Ex: 'Explored and discussed coping skills with consumer. Consumer identified 3 coping skills: reading, drawing, and exercising.'",radio,FALSE,
SCAMHCTherapyNoteReport,interventions_text,Interventions Used/Response to Interventions*,textarea,FALSE,
SCAMHCTherapyNoteReport,progress_title,Did they make progress towards the goal addressed? Be sure it matches your entry above. Ex:'Minimal progress noted AEB consumer identifying only 1 coping skill to decrease depression.',radio,FALSE,
SCAMHCTherapyNoteReport,progress_text,Progress*,textarea,FALSE,
SCAMHCTherapyNoteReport,risk,High Risk Indicators (check all that apply):,checkbox,FALSE,
SCAMHCTherapyNoteReport,plan_title,What is your plan for the next session? Ex: 'Plan is to continue individual therapy in two weeks on identifying 2 people in her support system.'.,radio,FALSE,
SCAMHCTherapyNoteReport,plan_text,Plan*,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
SCHRCCrisisTxReport,crisis_text,"Current crisis situation, needs, problems, and stressors",textarea,FALSE,
SCHRCdbtReport,narrative_text,Content of session/Narrative,textarea,FALSE,
SCHRCIndividualReport,session_content,Session Content,textarea,FALSE,
ShawneeProgressNoteReport,screening,Review of Screening Tools,textarea,FALSE,
ShawneeProgressNoteReport,summary,Session Summary:,textarea,TRUE,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.
ShawneeProgressNoteReport,progress,Progress,textarea,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
ShawneeProgressNoteReport,intervention,Next Planned Intervention/Next Steps,textarea,TRUE,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
SpindletopcbtcptReport,subjective,"Subjective Data (on a patient's feelings, experiences, or thoughts, such as direct quotes or their observations) *",textarea,FALSE,
SpindletopcbtcptReport,objective,"Objective Data (regarding the client's mental or general health status, e.g., details from their therapy appointment) *",textarea,FALSE,
SpindletopcbtcptReport,assessment,Assessment Information (that integrates subjective and objective details with a therapist's professional interpretation) *,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
SpindletopcbtcptReport,progress,Progress Towards Recovery Plan Objectives *,textarea,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
SpindletopCrisisFollowUpReport,assessment,Assessment of current crisis elements,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
SpindletopCrisisFollowUpReport,review,"Review of previous assessment, including progress",textarea,FALSE,
SpindletopCrisisFollowUpReport,needs_barriers,Review of needs and barriers,textarea,FALSE,
SpindletopCrisisFollowUpReport,assign,Assign Follow-up Tasks:,textarea,FALSE,
SpindletopMHPATHReport,outreach_info,Outreach Information,textarea,FALSE,
SpindletopMHPAYAReport,desc_details,Describe details of PAYA service,textarea,FALSE,
SpindletopMHPAYAReport,clin_obs,Clinical Observations,textarea,FALSE,
SpindletopMHPAYAReport,client_response,Client Responses,textarea,FALSE,
SpindletopMHPAYAReport,progress_towards,Progress Towards Recovery Plan Objectives,textarea,FALSE,
SpindletopMHPAYAReport,timelines,Timelines for Next Service,textarea,FALSE,
SpindletopMHPAYAReport,what_actions,What actions should the individual complete before next service?,textarea,FALSE,
SpindletopskillsReport,objective,Note Address Which PCRP Objective,textarea,FALSE,
SpindletopskillsReport,details,Describe details of the training service,textarea,FALSE,
SpindletopskillsReport,observations,Clinical Observations,textarea,FALSE,
SpindletopskillsReport,responses,Client Responses,textarea,FALSE,
SpindletopskillsReport,progress,Progress Towards Recovery Plan Objectives,textarea,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
SpindletopskillsReport,timeline,Timelines for Next Service,textarea,FALSE,
StAnnesAssessmentReport,intervention_text,Intervention,textarea,FALSE,
StAnnesAssessmentReport,response_text,Response,textarea,FALSE,
StAnnesAssessmentReport,progress_text,Progress,textarea,FALSE,
